Did the movie Moonraker come out before Live and Let Die?<ar>حاصد القمر*|*عش ودعهم يموتون
Did the movie Thunderball come out before 1970?<ar>كرة الرعد
"Which movie had higher grossing sales, Toy Story or Men In Black?<ar>حكاية لعبة"
Did Parasite come out before 2020?<ar>طفيلي
Did Parasite come out after 2018?<ar>طفيلي
Did The Matrix come out before 1998?<ar>ماتريكس
Did The Devil's Rejects come out after 2003?<ar>منبوذو الشيطان
Did Pulp Fiction come out before 1992?<ar>خيال رخيص
"Between The Notebook and Dear John, which movie was more profitable worldwide?<ar>ذا نوتبوك*|*عزيزي جون"
Did Iron Man 3 gross more than The Avengers?<ar>آيرون مان 3*|*nan
Did Avengers: Endgame gross more than Black Panther?<ar>المنتقمون: نهاية اللعبة*|*الفهد الأسود
"Which movie had a bigger budget, Doctor Sleep or Ad Astra?<ar>دكتور سليب*|*أد أسترا"
Was 300 released the same year as Troy?<ar>طروادة
Was Inception released the same year as Interstellar?<ar>استهلال*|*قائم بين النجوم
Did The Piano come out before 1996?<ar>البيانو
Was Bad Boys for Life released the same year as Sonic the Hedgehog?<ar>فتيان أشقياء للأبد*|*القنفذ سونيك
Was Titanic released the same year as The Lost World: Jurassic Park?<ar>تيتانيك*|*العالم المفقود: الحديقة الجوراسية
Was Air Force One released the same year as As Good as It Gets?<ar>سلاح الجو واحد*|*أفضل ما يمكن حصوله
Was The Fifth Element released the same year as The Full Monty?<ar>العنصر الخامس*|*كل ما هو مطلوب
Is Tom Holland older than Tobey Maguire?<ar>توم هولاند*|*توبي ماغواير
"Which movie had a bigger budget, Pirates of the Caribbean: At World's End or Avengers: Endgame?<ar>قراصنة الكاريبي: في نهاية العالم*|*المنتقمون: نهاية اللعبة"
"Which movie grossed more money on release, Avatar or The Avengers?<ar>أفاتار*|*nan"
"Which actress is shorter, Renée Zellweger or Anna Kendrick?<ar>رينيه زيلويغر*|*آنا كيندريك"
"Which movie had a bigger budget, Transformers: The Last Knight or The Green Knight?<ar>المتحولون: آخر فارس*|*الفارس الأخضر"
"Who is older, Clint Eastwood or Cuba Gooding Jr.?<ar>كلينت إيستوود*|*كوبا غودينغ جونير"
How many Dirty Harry movies are there?<ar>هاري القذر
How many Teen Choice Awards has Adam Sandler won?<ar>جائزة اختيار المراهقين*|*آدم ساندلر
How many awards has Tobey Maguire won for Spider-Man related roles?<ar>توبي ماغواير*|*الرجل العنكبوت
How many times has Francis Ford Coppola won Best Director?<ar>فرانسيس فورد كوبولا
How many times has Johnny Depp been nominated for Best Actor?<ar>جوني ديب
How many Oscars did Titanic win?<ar>جائزة الأوسكار*|*تيتانيك
How many times has Martin Scorsese won Best Director?<ar>مارتن سكورسيزي
How many Star Wars movies has George Lucas directed?<ar>حرب النجوم*|*جورج لوكاس
How many of the Godfather movies did James Caan act in?<ar>العراب*|*جيمس كان
How many Austin Film Critics Association Awards has Sylvester Stallone won?<ar>سيلفستر ستالون
How many Academy Award nominations did Joker get?<ar>جوكر
How many Academy Award nominations has Emma Stone received?<ar>إيما ستون
How many nominations did La La Land earn at the 74th Golden Globes?<ar>لوس أنجلوس
How many Oscars has Emma Stone won?<ar>جائزة الأوسكار*|*إيما ستون
How many movies did DreamWorks release in 2000?<ar>دريم ووركس
How many James Bond movies has Daniel Craig done?<ar>جيمس بوند*|*دانيال كريغ
How many Oscars has Kate Winslet won?<ar>جائزة الأوسكار*|*كيت وينسليت
How many Kung Fu Panda movies are there?<ar>كونغ فو باندا
How many Star Wars movies is Billy Dee Williams in?<ar>حرب النجوم*|*بيلي دي ويليامز
How many movies feature Andrew Garfield as Spider-Man?<ar>أندرو غارفيلد*|*الرجل العنكبوت
In how many movies has Laurence Fishburne played the character The Bowery King?<ar>لورنس فيشبورن
In how many movies has Laurence Fishburne played the character Morpheus?<ar>لورنس فيشبورن*|*مورفيوس
How many Academy Awards for Best Director has Steven Spielberg won?<ar>جائزة الأوسكار*|*ستيفن سبيلبرغ
How many Academy Awards has Alicia Vikander won?<ar>جائزة الأوسكار*|*أليسيا فيكاندير
How many Academy Awards has Jessica Chastain won?<ar>جائزة الأوسكار*|*جيسيكا شاستاين
How many Child's Play movies are there?<ar>أفلام الدمية القاتلة
How many Academy Awards has Clint Eastwood won?<ar>جائزة الأوسكار*|*كلينت إيستوود
How many Academy Awards did Silence of the Lambs win?<ar>جائزة الأوسكار*|*صمت الحملان
How many Captain America movies has Chris Evans starred in?<ar>كابتن أمريكا*|*كريس إيفانز
How many Academy Awards was Top Gun nominated for?<ar>جائزة الأوسكار*|*توب غان
How many Terminator movies has Arnold Schwarzenegger been in?<ar>ذا تيرميناتور*|*أرنولد شوارزنيجر
How many Academy Awards has James Cameron won?<ar>جائزة الأوسكار*|*جيمس كاميرون
How many Academy Awards did John Wayne win?<ar>جائزة الأوسكار*|*جون واين
How many Academy Awards has Clint Eastwood won for directing?<ar>جائزة الأوسكار*|*كلينت إيستوود
How many Star Wars movies did Jabba the Hutt appear in?<ar>حرب النجوم*|*جابا ذا هات
How many Harry Potter movies did Gilderoy Lockhart appear in?<ar>هاري بوتر*|*غيلدروي لوكهارت
How many Academy Awards has Sandra Bullock won?<ar>جائزة الأوسكار*|*ساندرا بولوك
How many children does Han Solo have in Star Wars?<ar>هان سولو*|*حرب النجوم
How many Academy Awards did The Father movie win?<ar>جائزة الأوسكار*|*الأب
How many Academy Awards did Pulp Fiction win?<ar>جائزة الأوسكار*|*خيال رخيص
How many Frozen movies are there?<ar>ملكة الثلج
How many Guardians of the Galaxy movies are there?<ar>حراس المجرة
How many Academy Awards has Helen Mirren won?<ar>جائزة الأوسكار*|*هيلين ميرين
In how many Pirates of the Caribbean movies did Johnny Depp portray Captain Jack Sparrow?<ar>قراصنة الكاريبي*|*جوني ديب*|*جاك سبارو
How many Academy Awards has Johnny Depp won?<ar>جائزة الأوسكار*|*جوني ديب
How many Academy Awards has Joaquin Phoenix won?<ar>جائزة الأوسكار*|*خواكين فينيكس
How many Academy Awards has Mel Gibson won?<ar>جائزة الأوسكار*|*ميل غيبسون
How many Academy Awards has Jude Law won?<ar>جائزة الأوسكار*|*جود لو
How many Pirates of the Caribbean movies are there?<ar>قراصنة الكاريبي
How many Academy Awards did Frozen win?<ar>جائزة الأوسكار*|*ملكة الثلج
How many Academy Awards has Martin Scorsese won?<ar>جائزة الأوسكار*|*مارتن سكورسيزي
How many Back to the Future movies are there?<ar>العودة إلى المستقبل
How many Academy Awards has Tom Cruise been nominated for?<ar>جائزة الأوسكار*|*توم كروز
How many Academy Awards did Avatar win?<ar>جائزة الأوسكار*|*أفاتار
How many Academy Awards has Jane Fonda won?<ar>جائزة الأوسكار*|*جين فوندا
How many Star Wars movies has Chewbacca appeared in?<ar>حرب النجوم*|*تشوباكا
How many Academy Awards has Christian Bale won?<ar>جائزة الأوسكار*|*كريستيان بيل
How many Golden Globe Awards has Denzel Washington won?<ar>جائزة الغولدن غلوب*|*دنزل واشنطن
How many movies has Tom Cruise been in and been nominated for an Academy Award?<ar>توم كروز
How many movies has John Travolta been in and been nominated for an Academy Award?<ar>جون ترافولتا
How many movies has Dustin Hoffman been in and been nominated for an Academy Award?<ar>داستين هوفمان
How many movies has Sandra Bullock been in and been nominated for an Academy Award?<ar>ساندرا بولوك
How many movies has Clint Eastwood been nominated for an Academy Award?<ar>كلينت إيستوود
"In the Matrix, how many pills does Neo have to choose from?<ar>نيو"
How many hobbits are in the fellowship of the ring in The Lord of the Ring movies?<ar>nan
How many Lord of the Rings movies was Gandalf the White in?<ar>سيد الخواتم*|*غاندالف
Which 2005 Christopher Nolan movie does not star Hugh Jackman?<ar>كريستوفر نولان*|*هيو جاكمان
Which 2008 Christopher Nolan movie does not star Keanu Reeves?<ar>كريستوفر نولان*|*كيانو ريفز
Which 2010 Christopher Nolan movie does not star Matthew McConaughey?<ar>كريستوفر نولان*|*ماثيو ماكونهي
Which Academy Award nominated movie directed by Raoul Walsh and Irving Cummings did not win Best Picture in 1928/29?<ar>راؤل والش*|*إيرفينغ كامينغز
Which 1952 Gene Kelly movie failed to earn a Best Picture nod at the Oscars that year?<ar>جين كيلي*|*جائزة الأوسكار
Which Harry Potter movie is the only one so far that does not depict either the Warner Bros. Pictures or Harry Potter logo against a sea of clouds?<ar>هاري بوتر*|*هاري بوتر
Which Harry Potter movie was Dumbledore not alive in?<ar>هاري بوتر*|*ألباس دمبلدور
"Which movie did Gollum not survive in, in Lord of the Rings?<ar>غولوم*|*سيد الخواتم"
Which Harry Potter movie did Dumbledore not survive through?<ar>هاري بوتر*|*ألباس دمبلدور
Which Hobbit movie was Frodo Baggins not in?<ar>الهوبيت*|*فرودو باجنز
In which Tim Burton movie is the music not made by Danny Elfman?<ar>تيم برتون*|*داني إلفمان
Which actor played Dumbledore in the first Harry Potter movie but not the third?<ar>ألباس دمبلدور*|*هاري بوتر
Which Ang Lee movie was nominated for an Academy Award for Best Director but did not win?<ar>أنغ لي
Which Twilight Saga movie did Anna Kendrick not appear in?<ar>الشفق*|*آنا كيندريك
Which Pirates of the Caribbean movie did Keira Knightley not appear in?<ar>قراصنة الكاريبي*|*كيرا نايتلي
Which movies did Alfred Hitchcock get nominated for Best Director and didn't win?<ar>ألفريد هتشكوك
Which Star Wars Original Trilogy movies were not directed by George Lucas?<ar>جورج لوكاس
Which Lord of the Rings movie did not get nominated for the Best Director Oscar?<ar>سيد الخواتم
Which Captain America (MCU) movie does not star Scarlett Johansson?<ar>كابتن أمريكا*|*عالم مارفل السينمائي*|*سكارليت جوهانسون
Which Star Wars movie did not win or got a nomination for a Best Visual Effects award?<ar>حرب النجوم
Which was the first DC Extended Universe movie to not involve Charles Roven as a producer?<ar>عالم دي سي السينمائي*|*تشارلز روفن
Which The Godfather movie was not released in the 1970s?<ar>العراب
Which 2012 Quentin Tarantino movie does not star Uma Thurman?<ar>كوينتن تارانتينو*|*أوما ثورمان
For which movie was Leonardo DiCaprio nominated for Best Actor in 2007 but did not win?<ar>ليوناردو دي كابريو
Which Christmas favorite movie received five nominations for an Academy Award but did not win any of them?<ar>nan
"Which famous 1954 ""thriller"" with James Stewart did not win an Academy Award?<ar>جيمس الرابع ملك اسكتلندا"
"Who starred in ""Rebel Without a Cause"" but was not awarded an Academy Award for his/her acting?<ar>متمرد بلا سبب (فيلم)"
"Which Judy Garland movie was nominated for, but did not win, the Best Picture Oscar in 1939?<ar>جودي غارلند*|*جائزة الأوسكار لأفضل فيلم"
"Who wrote, ""Live and Let Die"", for the 1973 James Bond movie of the same name, which was nominated for, but did not win, the Best Original Song Oscar?<ar>عش ودعهم يموتون*|*جيمس بوند"
"Which Australian actress was nominated for 2020 BAFTA Best Supporting Actress awards for two different movies, but did not win the BAFTA for either movie?<ar>جوائز الأكاديمية البريطانية للأفلام"
Which movie was Glenn Close in that was nominated for the Actress in a Supporting Role award but did not win?<ar>غلين كلوز
Who was nominated for the award in Cinematography for their role in Judas and the Black Messiah but did not win?<ar>nan
Which Christopher Nolan movies were nominated for Best Picture but didn't win?<ar>كريستوفر نولان
Which Peter Jackson movies were nominated for Best Picture but didn't win?<ar>بيتر جاكسون
Which Ron Howard movie was nominated for Best Picture but didn't win?<ar>رون هاوارد
Which Tim Burton movies were nominated for Best Animated Feature but didn't win?<ar>تيم برتون
What was the first live action Spider-Man movie to not include Tobey Maguire?<ar>الرجل العنكبوت*|*توبي ماغواير
"What was the last movie Clint Eastwood starred in, but was not a Dirty Harry movie?<ar>كلينت إيستوود*|*هاري القذر"
What was the first Home Alone movie to not feature Macaulay Culkin?<ar>وحيد في المنزل*|*ماكولي كولكين
Which original trilogy Star Wars movie did not feature Billy Dee Williams?<ar>حرب النجوم*|*بيلي دي ويليامز
"What was the most recent movie Glenn Close did not win an Oscar for, despite a nod?<ar>غلين كلوز"
Which movie did Leo DiCaprio receive an Oscar nomination for in 2005 for Best Actor but did not win?<ar>nan
Has any David Fincher movie won a BAFTA Award without Pitt's involvement?<ar>ديفيد فينشر*|*جوائز الأكاديمية البريطانية للأفلام
Which Lawrence of Arabia actor was nominated for Best Actor but did not win?<ar>لورنس العرب
Which Lord of the Rings movies did not feature Gandalf the Grey?<ar>سيد الخواتم*|*غاندالف
Which Matrix movie did Lilly Wachowski not direct?<ar>ليلي وتشاوسكي
Which Dumb and Dumber movie did Jim Carrey not star in?<ar>الغبي والأغبى*|*جيم كاري
Which Fast and the Furious movies did not star Paul Walker?<ar>بول ووكر
Which 1997 Steven Spielberg movie does not star Jeff Goldblum?<ar>ستيفن سبيلبرغ*|*جيف غولدبلوم
Which 1989 Steven Spielberg movie does not star Richard Dreyfuss?<ar>ستيفن سبيلبرغ*|*ريتشارد درايفوس
Which 2002 Steven Spielberg movie does not star Tom Cruise?<ar>ستيفن سبيلبرغ*|*توم كروز
Which 1994 Quentin Tarantino movie does not star Woody Harrelson?<ar>كوينتن تارانتينو*|*وودي هارلسون
Which Steven Spielberg movies were nominated for Best Picture but did not win?<ar>ستيفن سبيلبرغ
Which Paul Anderson movies were nominated for Best Picture but did not win?<ar>بول أندرسون
Which Martin Scorsese movies were nominated for Best Picture but did not win?<ar>مارتن سكورسيزي
Which awards was Chloe Zhao nominated for but did not win at the 93rd Academy Awards?<ar>nan
Which Star Wars movie did Darth Vader not appear in?<ar>حرب النجوم*|*دارث فيدر
Which 2016 M. Night Shyamalan movie does not star Samuel L. Jackson?<ar>إم. نايت شيامالان*|*صامويل جاكسون
Which 2018 movie was Bradley Cooper nominated Best Actor for but did not win?<ar>برادلي كوبر
Which 2018 movie was Willem Dafoe nominated Best Actor for but did not win?<ar>ويليم دافو
Which 2010 movie was Michelle Williams nominated Best Actress for but did not win?<ar>ميشيل ويليامز
Which 2005 George Clooney movie was nominated for Best Picture at the Academy Awards but did not win?<ar>جورج كلوني*|*جائزة الأوسكار
Which is the only Final Destination movie not to be filmed in Canada?<ar>الوجهة النهائية*|*كندا
Which Back to the Future movie did not star Elisabeth Shue?<ar>العودة إلى المستقبل*|*إليزابيث شو
Which movie in 2015 was Cate Blanchett nominated for Best Performance by an Actress in a Leading Role but lost?<ar>كيت بلانشيت
Which movie in 1998 was Ian McKellen nominated for Best Actor in a Leading Role but lost?<ar>إيان ماكيلين
Which movie in 2002 was Ian McKellen nominated for Best Actor in a Supporting Role but lost?<ar>إيان ماكيلين
Which Star Wars movie does not have R2D2 in it?<ar>حرب النجوم*|*آر تو دي تو
Which series starring Jonathan Majors did not win the Emmy for Best Drama Series in 2021?<ar>جوناثان ميجورز
"Which 2021 Emmy award was Cobra Kai nominated for, but did not win?<ar>كوبرا كاي"
In which Hunger Games movie did Prim not survive?<ar>مباريات الجوع
"Which Star Wars movie features Princess Leia, but not with the original actor?<ar>حرب النجوم"
"In Star Wars, which main member of the original trio does not live past The Force Awakens?<ar>حرب النجوم*|*حرب النجوم: القوة تنهض"
Which lead Star Wars movie character does not appear in any other movie in the movie series?<ar>حرب النجوم
Which movie is part of the Marvel Cinematic Universe and has Chadwick Boseman in the titular role?<ar>عالم مارفل السينمائي*|*تشادويك بوسمان
Which Die Hard movie stars Samuel L. Jackson?<ar>موت قاسي*|*صامويل جاكسون
Which actor starred in Edge of Tomorrow and was married to Nicole Kidman?<ar>حافة الغد*|*نيكول كيدمان
"Which actor starred in Fight Club and was born in Shawnee, OK?<ar>نادي القتال*|*شوني*|*أوكلاهوما"
Who composed the music for Pet Sematary and Alien 3?<ar>مقبرة الحيوانات*|*فضائي 3
Which actress played Tomb Raider and was married to Brad Pitt?<ar>تومب رايدر*|*براد بيت
"Which actress was in Hannibal as Clarice Starling and was born in Fort Bragg, North Carolina?<ar>هانيبال*|*nan*|*فورت براغ*|*كارولاينا الشمالية"
"Which actor plays Ethan Hunt in the Mission Impossible series and was born in Syracuse, New York?<ar>إيثان هانت*|*سيراكيوز*|*نيويورك"
Which actress from Germany was in the movie Troy?<ar>ألمانيا*|*طروادة
Which actor played a Jedi and also starred in Taken?<ar>جيدي*|*تيكن
Who directed both Psycho as well as a movie starring a wheelchair-bound photographer?<ar>دينيس رودمان
Which movie was directed by the Coen brothers and starred John Turturro?<ar>جون تورتورو
Which movie was directed by the Coen brothers and starred Javier Bardem?<ar>خافيير باردم
Which movie was directed by the Coen brothers and starred Michael Stuhlbarg?<ar>مايكل ستولبارغ
Which actress was in a leading role in Harry Potter and attended Brown University?<ar>هاري بوتر*|*جامعة براون
Which actor played James Bond and was from Ireland?<ar>جيمس بوند*|*جمهورية أيرلندا
Which famous Stanley Kubrick horror movie was released in 1980 and was based on a novel by Steven King?<ar>ستانلي كوبريك
Which actor played both Captain Kirk and Jack Ryan?<ar>كابتن كيرك*|*جاك راين
Who starred in The Graduate and achieve the Triple Crown of Acting?<ar>الخريج*|*nan
Who played a juror in 12 Angry Men and made his Hollywood movie debut in 1935?<ar>12 رجلا غاضبا*|*هوليوود
Which actress is married to Ryan Reynolds and starred in Black Widow?<ar>رايان رينولدز*|*الأرملة السوداء
"Which actress was in the Hunger Games and was born in Indian Hills, KY?<ar>مباريات الجوع*|*إنديان هيلز*|*كنتاكي"
Which actor was both Indiana Jones and Han Solo?<ar>إنديانا جونز*|*هان سولو
Which movie was directed by the Wachowski Brothers and had Keanu Reeves in it?<ar>الأخوات وتشاوسكي*|*كيانو ريفز
Which actress was in Gone with the Wind and in A Streetcar Named Desire?<ar>ذهب مع الريح*|*عربة اسمها الرغبة
Which Steven Spielberg movie was based on a 1990 novel by Michael Crichton?<ar>ستيفن سبيلبرغ*|*مايكل كرايتون
Which 1953 Stanley Kubrick movie was a commercial failure but garnered several positive reviews upon release?<ar>ستانلي كوبريك
Which actor has played Superman and was born outside the USA?<ar>nan*|*الولايات المتحدة
Which actor starred in Fight Club and also is a environmental lawyer?<ar>نادي القتال
"Which movie actress was born in Dalby, Australia and has also played a leading role in the Suicide Squad movie?<ar>دالبي*|*أستراليا*|*الفرقة الانتحارية"
"Which movie actor was born in Sydney, Australia and has played a role as a main character in the X-Men movies?<ar>سيدني*|*أستراليا"
Which movie actor has played a main character in the Thor movies and has a brother that has dated Miley Cyrus?<ar>مايلي سايرس
Which actor played Spider-Man and was born in England?<ar>الرجل العنكبوت*|*مملكة إنجلترا
Which actor featured in Fatherhood and is a stand-up comedian?<ar>الأبوة
Which actress starred in Maleficent and grew up in New York?<ar>ملافسينت*|*نيويورك
Which movie actor starred in Fast and Furious and was a wrestler?<ar>nan
Which movie starred Roger Moore and was set mostly in Louisiana?<ar>روجر مور*|*لويزيانا
Which actor was in The Call of the Wild and Star Wars movies?<ar>نداء البرية*|*حرب النجوم
Which movie was directed by Darren Aronofsky and came out in 2017?<ar>دارين أرنوفسكي
Which actor was in Pirates of the Caribbean and was a pen salesman before his acting career?<ar>قراصنة الكاريبي
Which actress in Blue Lagoon graduated from Princeton University?<ar>البحيرة الزرقاء*|*جامعة برينستون
Which actor starred in Good Will Hunting and attended Harvard?<ar>غود ويل هانتينغ*|*جامعة هارفارد
"Which actress starred in Freaky Friday and the Parent Trap, and was born in the Bronx?<ar>البرونكس"
Which actress starred in Harry Potter and went to Brown University?<ar>هاري بوتر*|*جامعة براون
Which actress starred in Transformers and modeled for Victoria's Secret?<ar>المتحولون*|*فيكتوريا سيكريت
Who was the star of The Crazies and also went to University of Southern California?<ar>المجانين*|*جامعة كاليفورنيا الجنوبية
Which actress acted in Star Wars and was born in Israel?<ar>حرب النجوم*|*يعقوب
Which movie took place at a hotel and starred Jack Nicholson?<ar>جاك نيكلسون
Who plays in the Fast & Furious movies and also is a former professional wrestler?<ar>السرعة والغضب
Which actress plays Black Widow and was born in 1984?<ar>الأرملة السوداء
Which actor who starred in A Quiet Place also starred in the TV show The Office?<ar>مكان هادئ*|*المكتب
Which movie based on a Stephen King novel was directed by Rob Reiner and starred Kathy Bates?<ar>ستيفن كينغ*|*روب راينر*|*كاثي بيتس
Which movie based on a Stephen King novel starred Jack Nicholson and came out in 1980?<ar>ستيفن كينغ*|*جاك نيكلسون
Which movie based on a Stephen King novel starred Tim Curry and came out in 1990?<ar>ستيفن كينغ*|*تيم كاري
Which actor starred in Squid Game and was born in India?<ar>لعبة الحبار*|*الهند
Who is the Drive star that started out in the Mickey Mouse club?<ar>قيادة*|*ميكي ماوس
Which movie starred Anthony Hopkins and was based on the life of CS Lewis?<ar>أنتوني هوبكنز*|*سي. إس. لويس
Which actor starred in a movie about his own life and is a world-famous rapper from Detroit?<ar>ديترويت
Which actor narrated the March of the Penguins and is six feet and two inches tall?<ar>مسيرة البطريق
Which famous Hollywood actor had the middle name of Charles Durman and died in 1997?<ar>هوليوود
"Which actress played Burt Lancaster's daughter in ""Sweet Smell of Success"" and graduated at the High School of Performing Arts in New York City?<ar>برت لانكستر*|*الرائحة الحلوة للنجاح*|*نيويورك"
Where is the actor who played Seong Gi-hun in Squid Game from?<ar>لعبة الحبار
How many children does the director of The Monuments Men have?<ar>رجال الآثار
When was the director of The Hangover born?<ar>صداع الكحول
What's the actor's name who played Spider-Man in 2002?<ar>الرجل العنكبوت
How old is the actor who played Sonny in Big Daddy?<ar>سوني*|*الأب الكبير
How many times has the actor who played Spider-Man (2002) been married?<ar>الرجل العنكبوت
What is the hometown of the director of Parasite?<ar>طفيلي
Which university did the director of Parasite attend?<ar>طفيلي
How many children does the actor who played Captain Jack Sparrow have?<ar>جاك سبارو
"How old is the actor that played Hunter Thompson in ""Where the Buffalo Roam""?<ar>nan"
"How old is the actor that played Hunter Thompson in ""Fear and Loathing in Las Vegas""?<ar>رواية الخوف والبغض في لاس فيغاس"
How many times has the actress Bella from Twilight been married?<ar>الشفق
How old is the actor that plays the Winter Soldier?<ar>nan
Where was the actor who played Achilles in Troy born?<ar>أخيل*|*طروادة
How many brothers does the actor who played Batman in Justice League have?<ar>باتمان*|*رابطة العدل
When was the director of Field of Dreams born?<ar>حقل الأحلام
When was the director of Squid Game born?<ar>لعبة الحبار
How many times has the actress who played Katniss Everdeen been nominated for an Academy Award?<ar>كاتنيس إيفردين
Where is the actor who played Black Widow from?<ar>الأرملة السوداء
"Who is the son of the actor who starred in ""The Equalizer""?<ar>المعادل"
How many children does the director of The Hangover have?<ar>صداع الكحول
How many children does the director of Thor Ragnarok have?<ar>ثور: راجناروك
How tall is the actress who played Katniss Everdeen in The Hunger Games?<ar>كاتنيس إيفردين*|*مباريات الجوع
For acting in which movie was the actor who played Lord Voldemort in some of the Harry Potter movies nominated for an Oscar in 1997?<ar>لورد فولدمورت*|*هاري بوتر
How much was the actor who played Harry Potter paid for acting in Harry Potter and the Half Blood Prince?<ar>هاري بوتر
How many children does the producer of Kung Fu Yoga have?<ar>اليوغا كونغ فو
Who is the husband of the actress from Black Widow?<ar>الأرملة السوداء
How many children does the lead actress in The Hunger Games have?<ar>مباريات الجوع
When was the director of Star Wars born?<ar>حرب النجوم
Who is the wife of the main actor in The Mummy?<ar>المومياء
Which country is the director of Parasite from?<ar>طفيلي
When was the star of Home Alone born?<ar>وحيد في المنزل
How many kids does the star of The Terminal have?<ar>المحطة
How many Oscars does the male star of the Titanic have?<ar>جائزة الأوسكار*|*تيتانيك
How many Oscars does the female star of the Titanic have?<ar>جائزة الأوسكار*|*تيتانيك
