encoder_input,decoder_input,decoder_output
"['<ja>', '[MASK]', '</s>', '土', '砂', '堆', '積', 'への', '対', '策', 'や', '管理', '、', 'また', '流', '量', 'の', '調', '[MASK]', '[MASK]', '能', 'を', '必要', 'とする', '魚道', '形式', 'は何ですか', '?', '[MASK]', '</s>', '魚道内', 'の', '流れ', 'を', '[MASK]', 'するために']","['<ja>', '▁', '</s>', '土', '砂', '堆', '積', 'への', '対', '策', 'や', '管理', '、', 'また', '流', '量', 'の', '調', '節', '機', '能', 'を', '必要', 'とする', '魚道', '形式', 'は何ですか', '?', '▁', '</s>', '魚道内', 'の', '流れ', 'を', '遅く', 'するために']","['▁', '</s>', '土', '砂', '堆', '積', 'への', '対', '策', 'や', '管理', '、', 'また', '流', '量', 'の', '調', '節', '機', '能', 'を', '必要', 'とする', '魚道', '形式', 'は何ですか', '?', '▁', '</s>', '魚道内', 'の', '流れ', 'を', '遅く', 'するために', '<', 'j', 'a', '>']"
"['<ja>', '暫定政府', 'について', '非', '合', '法', 'である', 'との', '考', 'えを', '表明', 'したのは', '、', 'どの国の', '大統領', 'か', '[MASK]', '▁', '</s>', '当時', '、', 'アメリカ合衆国の大統領', 'は誰だった', 'か', '[MASK]', '▁', '</s>', '当時', '、', '日本の', '外', '務', '事', '務', '[MASK]', '官']","['<ja>', '暫定政府', 'について', '非', '合', '法', 'である', 'との', '考', 'えを', '表明', 'したのは', '、', 'どの国の', '大統領', 'か', '?', '▁', '</s>', '当時', '、', 'アメリカ合衆国の大統領', 'は誰だった', 'か', '?', '▁', '</s>', '当時', '、', '日本の', '外', '務', '事', '務', '次', '官']","['暫定政府', 'について', '非', '合', '法', 'である', 'との', '考', 'えを', '表明', 'したのは', '、', 'どの国の', '大統領', 'か', '?', '▁', '</s>', '当時', '、', 'アメリカ合衆国の大統領', 'は誰だった', 'か', '?', '▁', '</s>', '当時', '、', '日本の', '外', '務', '事', '務', '次', '官', '<', 'j', 'a', '>']"
"['<ja>', 'ノー', 'ビー', '(', 'N', 'or', 'by', ')', 'シリーズ', 'など', 'を', '共', '著', 'した', 'アシモフの', '[MASK]', '婚', '相手', 'は誰ですか', '?', '▁', '</s>', '[MASK]', 'ートル', '[MASK]', '夫', '人と', '離婚', 'する', '前に', 'アシモフが', '移', 'り', '住んだ', '場所', 'はどこ']","['<ja>', 'ノー', 'ビー', '(', 'N', 'or', 'by', ')', 'シリーズ', 'など', 'を', '共', '著', 'した', 'アシモフの', '再', '婚', '相手', 'は誰ですか', '?', '▁', '</s>', 'ガ', 'ートル', 'ード', '夫', '人と', '離婚', 'する', '前に', 'アシモフが', '移', 'り', '住んだ', '場所', 'はどこ']","['ノー', 'ビー', '(', 'N', 'or', 'by', ')', 'シリーズ', 'など', 'を', '共', '著', 'した', 'アシモフの', '再', '婚', '相手', 'は誰ですか', '?', '▁', '</s>', 'ガ', 'ートル', 'ード', '夫', '人と', '離婚', 'する', '前に', 'アシモフが', '移', 'り', '住んだ', '場所', 'はどこ', '<', 'j', 'a', '>']"
"['<ja>', 'アシモフ', 'が生まれた', '当時の', 'ロシア', 'は何', '主義', 'の', '政治', '体', '制', 'だったか', '[MASK]', '[MASK]', '</s>', 'アシモフが', 'ニューヨーク', 'に移', '住', 'した時', 'には', '、', 'ロシア', 'では', '既', 'に何', 'が成立', 'していた', '[MASK]', '[MASK]', '</s>', 'アシモフが', '父親', 'から', '読む', 'ことを']","['<ja>', 'アシモフ', 'が生まれた', '当時の', 'ロシア', 'は何', '主義', 'の', '政治', '体', '制', 'だったか', '?', '▁', '</s>', 'アシモフが', 'ニューヨーク', 'に移', '住', 'した時', 'には', '、', 'ロシア', 'では', '既', 'に何', 'が成立', 'していた', '?', '▁', '</s>', 'アシモフが', '父親', 'から', '読む', 'ことを']","['アシモフ', 'が生まれた', '当時の', 'ロシア', 'は何', '主義', 'の', '政治', '体', '制', 'だったか', '?', '▁', '</s>', 'アシモフが', 'ニューヨーク', 'に移', '住', 'した時', 'には', '、', 'ロシア', 'では', '既', 'に何', 'が成立', 'していた', '?', '▁', '</s>', 'アシモフが', '父親', 'から', '読む', 'ことを', '<', 'j', 'a', '>']"
"['<ja>', '粗', '[MASK]', '[MASK]', '[MASK]', '式', '魚道の', '[MASK]', '題', 'である', '、', '魚道', '途', '中に', '休', '息', 'プ', 'ールの', '設置', 'が', '必要', 'である', '点', 'を解', '決', 'するために', '開発', 'された', '魚道', 'とは', '[MASK]', '▁', '</s>', '「', '自然石', 'スロー']","['<ja>', '粗', '石', '付き斜', '路', '式', '魚道の', '課', '題', 'である', '、', '魚道', '途', '中に', '休', '息', 'プ', 'ールの', '設置', 'が', '必要', 'である', '点', 'を解', '決', 'するために', '開発', 'された', '魚道', 'とは', '?', '▁', '</s>', '「', '自然石', 'スロー']","['粗', '石', '付き斜', '路', '式', '魚道の', '課', '題', 'である', '、', '魚道', '途', '中に', '休', '息', 'プ', 'ールの', '設置', 'が', '必要', 'である', '点', 'を解', '決', 'するために', '開発', 'された', '魚道', 'とは', '?', '▁', '</s>', '「', '自然石', 'スロー', '<', 'j', 'a', '>']"
"['<ja>', 'It', ""'"", 's', 'Be', 'ena', 'Good', 'Life', '(', '[MASK]', 'が', '良', 'き', '生涯', '[MASK]', 'は誰', 'による', '自', '伝', 'ですか', '?', '▁', '</s>', 'ファウンデーション', 'シリーズの', '初期', '3', '部作', 'の中で', '、2', '[MASK]', '作品', '[MASK]', 'でしょう', '?', '▁']","['<ja>', 'It', ""'"", 's', 'Be', 'ena', 'Good', 'Life', '(', '我', 'が', '良', 'き', '生涯', ')', 'は誰', 'による', '自', '伝', 'ですか', '?', '▁', '</s>', 'ファウンデーション', 'シリーズの', '初期', '3', '部作', 'の中で', '、2', '番目の', '作品', 'タイトルは何', 'でしょう', '?', '▁']","['It', ""'"", 's', 'Be', 'ena', 'Good', 'Life', '(', '我', 'が', '良', 'き', '生涯', ')', 'は誰', 'による', '自', '伝', 'ですか', '?', '▁', '</s>', 'ファウンデーション', 'シリーズの', '初期', '3', '部作', 'の中で', '、2', '番目の', '作品', 'タイトルは何', 'でしょう', '?', '▁', '<', 'j', 'a', '>']"
"['<ja>', '『', '[MASK]', 'に告', 'ぐ', '』', 'で', '[MASK]', '手塚が', 'モデル', 'とした', '歴史上', 'の', '[MASK]', '?', '▁', '[MASK]', '手塚', 'はス', 'キ', 'ル', 'ス', '[MASK]', '[MASK]', 'が', '[MASK]', '本人', 'に告', '知', 'された', 'なかったのは', 'な', 'ぜ', '[MASK]', '?', '▁']","['<ja>', '『', 'アドルフ', 'に告', 'ぐ', '』', 'で', '、', '手塚が', 'モデル', 'とした', '歴史上', 'の', '人物は誰', '?', '▁', '</s>', '手塚', 'はス', 'キ', 'ル', 'ス', '胃癌', 'で亡くなった', 'が', '、', '本人', 'に告', '知', 'された', 'なかったのは', 'な', 'ぜ', 'か', '?', '▁']","['『', 'アドルフ', 'に告', 'ぐ', '』', 'で', '、', '手塚が', 'モデル', 'とした', '歴史上', 'の', '人物は誰', '?', '▁', '</s>', '手塚', 'はス', 'キ', 'ル', 'ス', '胃癌', 'で亡くなった', 'が', '、', '本人', 'に告', '知', 'された', 'なかったのは', 'な', 'ぜ', 'か', '?', '▁', '<', 'j', 'a', '>']"
"['<ja>', '休', '刊等', 'も', '含', 'め', '、', '[MASK]', '誌', 'を変', 'え', 'ながらも', '長', '年に', '[MASK]', 'って', '描', 'き', '続', 'け', 'られ', '、', '手塚の', 'ライフ', 'ワーク', 'とも', 'なった', '[MASK]', 'シリーズの', 'タイトルは何', '?', '▁', '</s>', '『', 'ジャ', 'ングル']","['<ja>', '休', '刊等', 'も', '含', 'め', '、', '掲載', '誌', 'を変', 'え', 'ながらも', '長', '年に', '渡', 'って', '描', 'き', '続', 'け', 'られ', '、', '手塚の', 'ライフ', 'ワーク', 'とも', 'なった', '作品', 'シリーズの', 'タイトルは何', '?', '▁', '</s>', '『', 'ジャ', 'ングル']","['休', '刊等', 'も', '含', 'め', '、', '掲載', '誌', 'を変', 'え', 'ながらも', '長', '年に', '渡', 'って', '描', 'き', '続', 'け', 'られ', '、', '手塚の', 'ライフ', 'ワーク', 'とも', 'なった', '作品', 'シリーズの', 'タイトルは何', '?', '▁', '</s>', '『', 'ジャ', 'ングル', '<', 'j', 'a', '>']"
"['<ja>', 'この', '文書', 'に', '挙げ', 'られている', '三', 'つの', '勢力', 'のうち', '、', '組織', 'ではなく', 'た', 'った', '一', '国で', '、', 'クウェート共和', '国', 'を認め', 'ない', 'という', '意', '思', 'を明', '[MASK]', 'かに', 'したのは', '、', 'どちらか', '[MASK]', '▁', '</s>', '[MASK]', 'はどの州']","['<ja>', 'この', '文書', 'に', '挙げ', 'られている', '三', 'つの', '勢力', 'のうち', '、', '組織', 'ではなく', 'た', 'った', '一', '国で', '、', 'クウェート共和', '国', 'を認め', 'ない', 'という', '意', '思', 'を明', 'ら', 'かに', 'したのは', '、', 'どちらか', '?', '▁', '</s>', 'アクロン', 'はどの州']","['この', '文書', 'に', '挙げ', 'られている', '三', 'つの', '勢力', 'のうち', '、', '組織', 'ではなく', 'た', 'った', '一', '国で', '、', 'クウェート共和', '国', 'を認め', 'ない', 'という', '意', '思', 'を明', 'ら', 'かに', 'したのは', '、', 'どちらか', '?', '▁', '</s>', 'アクロン', 'はどの州', '<', 'j', 'a', '>']"
"['<ja>', 'プール', '式', 'よりも', '小', '規模', 'な', '[MASK]', '[MASK]', 'で流れ', 'を', '抑', 'える', '[MASK]', 'とは何', 'でしょう', '[MASK]', '▁', '</s>', '階段式', '、', 'アイスハーバー式', '、', 'バーチカルスロット式', '、', '潜孔', '式', '、', '粗', '石', '付き斜', '路', '式', '、', 'デ', 'ニール']","['<ja>', 'プール', '式', 'よりも', '小', '規模', 'な', '障害', '物', 'で流れ', 'を', '抑', 'える', '形式', 'とは何', 'でしょう', '?', '▁', '</s>', '階段式', '、', 'アイスハーバー式', '、', 'バーチカルスロット式', '、', '潜孔', '式', '、', '粗', '石', '付き斜', '路', '式', '、', 'デ', 'ニール']","['プール', '式', 'よりも', '小', '規模', 'な', '障害', '物', 'で流れ', 'を', '抑', 'える', '形式', 'とは何', 'でしょう', '?', '▁', '</s>', '階段式', '、', 'アイスハーバー式', '、', 'バーチカルスロット式', '、', '潜孔', '式', '、', '粗', '石', '付き斜', '路', '式', '、', 'デ', 'ニール', '<', 'j', 'a', '>']"
"['<ja>', '「', '私', 'は', '女', 'ではない', 'の', '?', '」', 'は誰', '[MASK]', 'ですか', '。', '[MASK]', '</s>', 'アクロン', '大学', 'の前', '身', 'となる', '学校', 'は何ですか', '。', '[MASK]', '</s>', 'アクロンの', 'ファースト', '・', 'メソ', 'ジ', 'スト', '監督', '教会', '[MASK]', 'に', '用']","['<ja>', '「', '私', 'は', '女', 'ではない', 'の', '?', '」', 'は誰', 'の演説', 'ですか', '。', '▁', '</s>', 'アクロン', '大学', 'の前', '身', 'となる', '学校', 'は何ですか', '。', '▁', '</s>', 'アクロンの', 'ファースト', '・', 'メソ', 'ジ', 'スト', '監督', '教会', '堂', 'に', '用']","['「', '私', 'は', '女', 'ではない', 'の', '?', '」', 'は誰', 'の演説', 'ですか', '。', '▁', '</s>', 'アクロン', '大学', 'の前', '身', 'となる', '学校', 'は何ですか', '。', '▁', '</s>', 'アクロンの', 'ファースト', '・', 'メソ', 'ジ', 'スト', '監督', '教会', '堂', 'に', '用', '<', 'j', 'a', '>']"
"['<ja>', 'イラク', '以外に', '[MASK]', '決議', '661', 'の対', '象', 'となったのは', '[MASK]', '誰だったか', '?', '▁', '</s>', '決議', '661', 'に対する', '反', '対票', 'の数は', '[MASK]', 'いくら', 'だったか', '?', '▁', '</s>', 'イラクの', '大統領は', '[MASK]', '誰', 'だった', '?', '▁', '</s>', '8', '月']","['<ja>', 'イラク', '以外に', '、', '決議', '661', 'の対', '象', 'となったのは', '、', '誰だったか', '?', '▁', '</s>', '決議', '661', 'に対する', '反', '対票', 'の数は', '、', 'いくら', 'だったか', '?', '▁', '</s>', 'イラクの', '大統領は', '、', '誰', 'だった', '?', '▁', '</s>', '8', '月']","['イラク', '以外に', '、', '決議', '661', 'の対', '象', 'となったのは', '、', '誰だったか', '?', '▁', '</s>', '決議', '661', 'に対する', '反', '対票', 'の数は', '、', 'いくら', 'だったか', '?', '▁', '</s>', 'イラクの', '大統領は', '、', '誰', 'だった', '?', '▁', '</s>', '8', '月', '<', 'j', 'a', '>']"
"['<ja>', '扇形', '魚道は', '一般', '的に', '中心', '点', '[MASK]', '箇所', 'の魚道', 'が多い', 'の', '?', '▁', '</s>', '中心', '点が', '2', '箇所', 'ある', '扇形', '魚道は', '扇形', '部分', 'の', '遡上経路', 'の', '角', '度', '[MASK]', '度', 'にな', 'っている', 'の', '?', '▁']","['<ja>', '扇形', '魚道は', '一般', '的に', '中心', '点', 'が何', '箇所', 'の魚道', 'が多い', 'の', '?', '▁', '</s>', '中心', '点が', '2', '箇所', 'ある', '扇形', '魚道は', '扇形', '部分', 'の', '遡上経路', 'の', '角', '度', 'が何', '度', 'にな', 'っている', 'の', '?', '▁']","['扇形', '魚道は', '一般', '的に', '中心', '点', 'が何', '箇所', 'の魚道', 'が多い', 'の', '?', '▁', '</s>', '中心', '点が', '2', '箇所', 'ある', '扇形', '魚道は', '扇形', '部分', 'の', '遡上経路', 'の', '角', '度', 'が何', '度', 'にな', 'っている', 'の', '?', '▁', '<', 'j', 'a', '>']"
"['<ja>', '1953', '年から', '1954', '年に', 'かけて', '発表された', 'アシモフの', '[MASK]', 'ミステ', 'リの', '題', '目', 'は何ですか', '[MASK]', '▁', '</s>', '講', '演', '者', 'としての', '活動', 'を行う', 'よう', 'になったのは', '、', 'どのような', '分', '野', 'の', 'ノン', 'フィクション', '作品', 'を出版', 'する', 'よう']","['<ja>', '1953', '年から', '1954', '年に', 'かけて', '発表された', 'アシモフの', 'SF', 'ミステ', 'リの', '題', '目', 'は何ですか', '?', '▁', '</s>', '講', '演', '者', 'としての', '活動', 'を行う', 'よう', 'になったのは', '、', 'どのような', '分', '野', 'の', 'ノン', 'フィクション', '作品', 'を出版', 'する', 'よう']","['1953', '年から', '1954', '年に', 'かけて', '発表された', 'アシモフの', 'SF', 'ミステ', 'リの', '題', '目', 'は何ですか', '?', '▁', '</s>', '講', '演', '者', 'としての', '活動', 'を行う', 'よう', 'になったのは', '、', 'どのような', '分', '野', 'の', 'ノン', 'フィクション', '作品', 'を出版', 'する', 'よう', '<', 'j', 'a', '>']"
"['<ja>', '螺旋', '式', '魚道は', '、', '結果', '的に', '魚類', 'の遡上', 'が', 'どう', 'なる', 'のか', '?', '▁', '</s>', '「', '[MASK]', 'の', '折', '返', 'し', '部', '」', '、「', '[MASK]', 'の', '折', '返', 'し', '部', '」', '、「', '樋', '部', '」']","['<ja>', '螺旋', '式', '魚道は', '、', '結果', '的に', '魚類', 'の遡上', 'が', 'どう', 'なる', 'のか', '?', '▁', '</s>', '「', '右', 'の', '折', '返', 'し', '部', '」', '、「', '左', 'の', '折', '返', 'し', '部', '」', '、「', '樋', '部', '」']","['螺旋', '式', '魚道は', '、', '結果', '的に', '魚類', 'の遡上', 'が', 'どう', 'なる', 'のか', '?', '▁', '</s>', '「', '右', 'の', '折', '返', 'し', '部', '」', '、「', '左', 'の', '折', '返', 'し', '部', '」', '、「', '樋', '部', '」', '<', 'j', 'a', '>']"
"['<ja>', 'カフカ', 'に', 'オスカー', '・', 'バ', 'ウム', 'と', 'フェ', 'ーリ', 'クス', '・', 'ヴェル', 'チュ', 'を', '紹', '介', 'した', '[MASK]', '?', '▁', '</s>', '『', '田', '舎', 'の婚', '礼', '準', '備', '』', 'の執筆', 'を', 'スタート', 'させた', '年はいつ', '?']","['<ja>', 'カフカ', 'に', 'オスカー', '・', 'バ', 'ウム', 'と', 'フェ', 'ーリ', 'クス', '・', 'ヴェル', 'チュ', 'を', '紹', '介', 'した', '人は誰ですか', '?', '▁', '</s>', '『', '田', '舎', 'の婚', '礼', '準', '備', '』', 'の執筆', 'を', 'スタート', 'させた', '年はいつ', '?']","['カフカ', 'に', 'オスカー', '・', 'バ', 'ウム', 'と', 'フェ', 'ーリ', 'クス', '・', 'ヴェル', 'チュ', 'を', '紹', '介', 'した', '人は誰ですか', '?', '▁', '</s>', '『', '田', '舎', 'の婚', '礼', '準', '備', '』', 'の執筆', 'を', 'スタート', 'させた', '年はいつ', '?', '<', 'j', 'a', '>']"
