encoder_input,decoder_input,decoder_output
"['<de>', 'Wie', '▁viele', '▁Bücher', '▁sind', '▁in', '▁der', '▁Theodore', '▁Hesburgh', '▁Bibliothek', '▁unter', 'ge', 'bracht', '?', '[MASK]', '</s>', 'B', 'au', '▁für', '▁welche', '▁H', 'alle', '▁begann', '▁am', '▁8', '▁März', '[MASK]', '▁in', '▁Notre', '[MASK]', '?', '[MASK]', '</s>', 'Welches', '▁Baseball', '-']","['<de>', 'Wie', '▁viele', '▁Bücher', '▁sind', '▁in', '▁der', '▁Theodore', '▁Hesburgh', '▁Bibliothek', '▁unter', 'ge', 'bracht', '?', '▁', '</s>', 'B', 'au', '▁für', '▁welche', '▁H', 'alle', '▁begann', '▁am', '▁8', '▁März', '▁2007', '▁in', '▁Notre', '▁Dame', '?', '▁', '</s>', 'Welches', '▁Baseball', '-']","['Wie', '▁viele', '▁Bücher', '▁sind', '▁in', '▁der', '▁Theodore', '▁Hesburgh', '▁Bibliothek', '▁unter', 'ge', 'bracht', '?', '▁', '</s>', 'B', 'au', '▁für', '▁welche', '▁H', 'alle', '▁begann', '▁am', '▁8', '▁März', '▁2007', '▁in', '▁Notre', '▁Dame', '?', '▁', '</s>', 'Welches', '▁Baseball', '-', '<', 'd', 'e', '>']"
"['<de>', 'In', '▁welcher', '▁Stadt', '▁und', '[MASK]', 'land', '▁ist', '▁Beyonce', '▁erw', 'achsen', '▁geworden', '?', '▁', '</s>', 'In', '▁welchem', '▁Jahrzehn', 't', '▁wurde', '▁Beyonce', '▁berühmt', '?', '▁', '</s>', 'In', '▁welcher', '▁R', '▁&', '[MASK]', '▁Gruppe', '▁war', '▁sie', '▁die', '▁Lead', '-']","['<de>', 'In', '▁welcher', '▁Stadt', '▁und', '▁Bundes', 'land', '▁ist', '▁Beyonce', '▁erw', 'achsen', '▁geworden', '?', '▁', '</s>', 'In', '▁welchem', '▁Jahrzehn', 't', '▁wurde', '▁Beyonce', '▁berühmt', '?', '▁', '</s>', 'In', '▁welcher', '▁R', '▁&', '▁B', '▁Gruppe', '▁war', '▁sie', '▁die', '▁Lead', '-']","['In', '▁welcher', '▁Stadt', '▁und', '▁Bundes', 'land', '▁ist', '▁Beyonce', '▁erw', 'achsen', '▁geworden', '?', '▁', '</s>', 'In', '▁welchem', '▁Jahrzehn', 't', '▁wurde', '▁Beyonce', '▁berühmt', '?', '▁', '</s>', 'In', '▁welcher', '▁R', '▁&', '▁B', '▁Gruppe', '▁war', '▁sie', '▁die', '▁Lead', '-', '<', 'd', 'e', '>']"
"['<de>', 'Welche', '▁Inter', '[MASK]', '-', 'R', 'adio', '-', '[MASK]', '▁von', '▁Notre', '▁Dame', '▁wird', '▁als', '▁Inter', '[MASK]', '-', 'Stre', 'am', '▁serv', 'iert', '?', '[MASK]', '</s>', 'Wie', '▁viel', '▁k', 'os', 'tet', '▁das', '▁Eddy', '▁Street', '▁Commons', '▁bei', '▁Notre', '▁Dame']","['<de>', 'Welche', '▁Inter', 'net', '-', 'R', 'adio', '-', 'Station', '▁von', '▁Notre', '▁Dame', '▁wird', '▁als', '▁Inter', 'net', '-', 'Stre', 'am', '▁serv', 'iert', '?', '▁', '</s>', 'Wie', '▁viel', '▁k', 'os', 'tet', '▁das', '▁Eddy', '▁Street', '▁Commons', '▁bei', '▁Notre', '▁Dame']","['Welche', '▁Inter', 'net', '-', 'R', 'adio', '-', 'Station', '▁von', '▁Notre', '▁Dame', '▁wird', '▁als', '▁Inter', 'net', '-', 'Stre', 'am', '▁serv', 'iert', '?', '▁', '</s>', 'Wie', '▁viel', '▁k', 'os', 'tet', '▁das', '▁Eddy', '▁Street', '▁Commons', '▁bei', '▁Notre', '▁Dame', '<', 'd', 'e', '>']"
"['<de>', 'In', '[MASK]', '[MASK]', 'lichen', '▁Verein', '[MASK]', '▁die', '▁Studenten', '-', 'Ath', 'leten', '▁in', '▁Notre', '▁Dame', '[MASK]', '▁Teil', '▁von', '[MASK]', '[MASK]', '</s>', 'Wie', '▁viele', '▁Studenten', '▁bei', '▁Notre', '▁Dame', '▁haben', '▁die', '▁Heisman', '▁Trophy', '▁erhalten', '[MASK]', '[MASK]', '</s>', 'Es']","['<de>', 'In', '▁welchem', '▁sport', 'lichen', '▁Verein', '▁sind', '▁die', '▁Studenten', '-', 'Ath', 'leten', '▁in', '▁Notre', '▁Dame', '▁ein', '▁Teil', '▁von', '?', '▁', '</s>', 'Wie', '▁viele', '▁Studenten', '▁bei', '▁Notre', '▁Dame', '▁haben', '▁die', '▁Heisman', '▁Trophy', '▁erhalten', '?', '▁', '</s>', 'Es']","['In', '▁welchem', '▁sport', 'lichen', '▁Verein', '▁sind', '▁die', '▁Studenten', '-', 'Ath', 'leten', '▁in', '▁Notre', '▁Dame', '▁ein', '▁Teil', '▁von', '?', '▁', '</s>', 'Wie', '▁viele', '▁Studenten', '▁bei', '▁Notre', '▁Dame', '▁haben', '▁die', '▁Heisman', '▁Trophy', '▁erhalten', '?', '▁', '</s>', 'Es', '<', 'd', 'e', '>']"
"['<de>', 'In', '▁welchem', '▁Jahr', '▁hatte', '▁Notre', '[MASK]', '▁zuerst', '▁eine', '▁An', 'lage', '▁in', '▁England', '?', '▁', '</s>', 'An', '▁welchem', '▁Standort', '▁befindet', '▁sich', '▁das', '▁Lond', '[MASK]', '▁Center', '▁von', '▁Notre', '[MASK]', '▁gefunden', '?', '▁', '</s>', 'Notre', '[MASK]', '▁hat', '▁ein']","['<de>', 'In', '▁welchem', '▁Jahr', '▁hatte', '▁Notre', '▁Dame', '▁zuerst', '▁eine', '▁An', 'lage', '▁in', '▁England', '?', '▁', '</s>', 'An', '▁welchem', '▁Standort', '▁befindet', '▁sich', '▁das', '▁Lond', 'on', '▁Center', '▁von', '▁Notre', '▁Dame', '▁gefunden', '?', '▁', '</s>', 'Notre', '▁Dame', '▁hat', '▁ein']","['In', '▁welchem', '▁Jahr', '▁hatte', '▁Notre', '▁Dame', '▁zuerst', '▁eine', '▁An', 'lage', '▁in', '▁England', '?', '▁', '</s>', 'An', '▁welchem', '▁Standort', '▁befindet', '▁sich', '▁das', '▁Lond', 'on', '▁Center', '▁von', '▁Notre', '▁Dame', '▁gefunden', '?', '▁', '</s>', 'Notre', '▁Dame', '▁hat', '▁ein', '<', 'd', 'e', '>']"
"['<de>', 'An', '▁welcher', '▁Konferenz', '▁ne', 'hmen', '▁die', '▁Notre', '▁der', '▁Notre', '▁Dame', '▁teil', '?', '▁', '</s>', 'Es', '▁gibt', '▁eine', '▁Konferenz', ',', '[MASK]', '▁der', '▁das', '▁männ', 'liche', '▁Hockey', '-', 'Team', '▁von', '▁Notre', '▁Dame', '▁kon', 'k', 'urri', 'ert', ',']","['<de>', 'An', '▁welcher', '▁Konferenz', '▁ne', 'hmen', '▁die', '▁Notre', '▁der', '▁Notre', '▁Dame', '▁teil', '?', '▁', '</s>', 'Es', '▁gibt', '▁eine', '▁Konferenz', ',', '▁in', '▁der', '▁das', '▁männ', 'liche', '▁Hockey', '-', 'Team', '▁von', '▁Notre', '▁Dame', '▁kon', 'k', 'urri', 'ert', ',']","['An', '▁welcher', '▁Konferenz', '▁ne', 'hmen', '▁die', '▁Notre', '▁der', '▁Notre', '▁Dame', '▁teil', '?', '▁', '</s>', 'Es', '▁gibt', '▁eine', '▁Konferenz', ',', '▁in', '▁der', '▁das', '▁männ', 'liche', '▁Hockey', '-', 'Team', '▁von', '▁Notre', '▁Dame', '▁kon', 'k', 'urri', 'ert', ',', '<', 'd', 'e', '>']"
"['<de>', 'Welches', '▁Programm', '▁hat', '▁John', '▁Augustine', '[MASK]', '▁bei', '▁der', '▁N', 'ore', '▁Dame', '▁zum', '▁Co', '-', 'Dire', 'ct', '▁gemacht', '?', '▁', '</s>', 'Welches', '▁Buch', '▁hat', '▁John', '[MASK]', '▁im', '▁Jahr', '[MASK]', '▁geschrieben', '?', '▁', '</s>', 'Welche', '▁Profess', 'ur']","['<de>', 'Welches', '▁Programm', '▁hat', '▁John', '▁Augustine', '▁Zahm', '▁bei', '▁der', '▁N', 'ore', '▁Dame', '▁zum', '▁Co', '-', 'Dire', 'ct', '▁gemacht', '?', '▁', '</s>', 'Welches', '▁Buch', '▁hat', '▁John', '▁Zahm', '▁im', '▁Jahr', '▁1896', '▁geschrieben', '?', '▁', '</s>', 'Welche', '▁Profess', 'ur']","['Welches', '▁Programm', '▁hat', '▁John', '▁Augustine', '▁Zahm', '▁bei', '▁der', '▁N', 'ore', '▁Dame', '▁zum', '▁Co', '-', 'Dire', 'ct', '▁gemacht', '?', '▁', '</s>', 'Welches', '▁Buch', '▁hat', '▁John', '▁Zahm', '▁im', '▁Jahr', '▁1896', '▁geschrieben', '?', '▁', '</s>', 'Welche', '▁Profess', 'ur', '<', 'd', 'e', '>']"
"['<de>', 'Welches', '[MASK]', '▁bei', '▁Notre', '▁Dame', '▁studi', 'ert', '▁die', '▁Gr', 'ünde', '▁für', '[MASK]', '▁gew', 'al', 'tt', 'ä', 'tigen', '▁Konflikt', '[MASK]', '[MASK]', '</s>', 'Was', '▁ist', '▁der', '[MASK]', '▁von', '▁Notre', '▁Dame', ""▁'"", '▁s', '▁Theodore', '▁Hesburgh', '[MASK]', '[MASK]', '</s>']","['<de>', 'Welches', '▁Institut', '▁bei', '▁Notre', '▁Dame', '▁studi', 'ert', '▁die', '▁Gr', 'ünde', '▁für', '▁einen', '▁gew', 'al', 'tt', 'ä', 'tigen', '▁Konflikt', '?', '▁', '</s>', 'Was', '▁ist', '▁der', '▁Titel', '▁von', '▁Notre', '▁Dame', ""▁'"", '▁s', '▁Theodore', '▁Hesburgh', '?', '▁', '</s>']","['Welches', '▁Institut', '▁bei', '▁Notre', '▁Dame', '▁studi', 'ert', '▁die', '▁Gr', 'ünde', '▁für', '▁einen', '▁gew', 'al', 'tt', 'ä', 'tigen', '▁Konflikt', '?', '▁', '</s>', 'Was', '▁ist', '▁der', '▁Titel', '▁von', '▁Notre', '▁Dame', ""▁'"", '▁s', '▁Theodore', '▁Hesburgh', '?', '▁', '</s>', '<', 'd', 'e', '>']"
"['<de>', 'U', 'm', '▁den', '▁Rekord', '▁für', '[MASK]', '▁zu', '▁se', 'tz', 'en', ',', '▁wie', '▁viele', '[MASK]', '[MASK]', '▁gewonnen', '?', '▁', '</s>', 'Für', '▁welchen', '▁Film', '[MASK]', '[MASK]', '▁ihre', '▁erste', '▁Golden', '▁Globe', '▁Nomin', 'ierung', '[MASK]', '?', '▁', '</s>', 'Welches']","['<de>', 'U', 'm', '▁den', '▁Rekord', '▁für', '▁Grammys', '▁zu', '▁se', 'tz', 'en', ',', '▁wie', '▁viele', '▁hat', '▁Beyonce', '▁gewonnen', '?', '▁', '</s>', 'Für', '▁welchen', '▁Film', '▁hat', '▁Beyonce', '▁ihre', '▁erste', '▁Golden', '▁Globe', '▁Nomin', 'ierung', '▁erhalten', '?', '▁', '</s>', 'Welches']","['U', 'm', '▁den', '▁Rekord', '▁für', '▁Grammys', '▁zu', '▁se', 'tz', 'en', ',', '▁wie', '▁viele', '▁hat', '▁Beyonce', '▁gewonnen', '?', '▁', '</s>', 'Für', '▁welchen', '▁Film', '▁hat', '▁Beyonce', '▁ihre', '▁erste', '▁Golden', '▁Globe', '▁Nomin', 'ierung', '▁erhalten', '?', '▁', '</s>', 'Welches', '<', 'd', 'e', '>']"
"['<de>', 'Wer', '▁war', '▁der', '▁Notre', '-', 'Dame', '-', 'Präsident', ',', '▁der', '▁John', '▁Jenkins', '▁voraus', 'geg', 'angen', '▁ist', '?', '▁', '[MASK]', 'Welche', '▁Ar', 'ena', '▁wurde', '▁unter', '▁Jenkins', '▁bei', '▁Notre', '▁Dame', '▁gebaut', '?', '▁', '[MASK]', 'Wie', '▁viel', '[MASK]']","['<de>', 'Wer', '▁war', '▁der', '▁Notre', '-', 'Dame', '-', 'Präsident', ',', '▁der', '▁John', '▁Jenkins', '▁voraus', 'geg', 'angen', '▁ist', '?', '▁', '</s>', 'Welche', '▁Ar', 'ena', '▁wurde', '▁unter', '▁Jenkins', '▁bei', '▁Notre', '▁Dame', '▁gebaut', '?', '▁', '</s>', 'Wie', '▁viel', '▁G']","['Wer', '▁war', '▁der', '▁Notre', '-', 'Dame', '-', 'Präsident', ',', '▁der', '▁John', '▁Jenkins', '▁voraus', 'geg', 'angen', '▁ist', '?', '▁', '</s>', 'Welche', '▁Ar', 'ena', '▁wurde', '▁unter', '▁Jenkins', '▁bei', '▁Notre', '▁Dame', '▁gebaut', '?', '▁', '</s>', 'Wie', '▁viel', '▁G', '<', 'd', 'e', '>']"
"['<de>', 'Mit', '▁wem', '▁ist', '▁Beyoncé', '▁verheiratet', '?', '[MASK]', '</s>', 'Wie', '▁ist', '[MASK]', '[MASK]', '▁von', '▁Beyoncé', ""▁'"", 's', '[MASK]', 'änder', 'n', '-', '[MASK]', 'go', '?', '[MASK]', '</s>', 'In', '▁ihrer', '▁Musik', '[MASK]', '▁was', '▁sind', '[MASK]', '▁pa', 'ar', '▁wieder']","['<de>', 'Mit', '▁wem', '▁ist', '▁Beyoncé', '▁verheiratet', '?', '▁', '</s>', 'Wie', '▁ist', '▁der', '▁Name', '▁von', '▁Beyoncé', ""▁'"", 's', '▁', 'änder', 'n', '-', 'E', 'go', '?', '▁', '</s>', 'In', '▁ihrer', '▁Musik', ',', '▁was', '▁sind', '▁ein', '▁pa', 'ar', '▁wieder']","['Mit', '▁wem', '▁ist', '▁Beyoncé', '▁verheiratet', '?', '▁', '</s>', 'Wie', '▁ist', '▁der', '▁Name', '▁von', '▁Beyoncé', ""▁'"", 's', '▁', 'änder', 'n', '-', 'E', 'go', '?', '▁', '</s>', 'In', '▁ihrer', '▁Musik', ',', '▁was', '▁sind', '▁ein', '▁pa', 'ar', '▁wieder', '<', 'd', 'e', '>']"
"['<de>', '[MASK]', '▁sind', '▁die', '▁tre', 'uen', '[MASK]', '[MASK]', '▁in', '[MASK]', 'Notre', '▁Dame', '▁Kampf', '▁Lied', '""', '[MASK]', 'schiert', '?', '[MASK]', '</s>', 'Ronald', '▁Reagan', '▁hatte', '▁einen', '▁Spitznamen', ',', '▁was', '▁war', '▁das', '?', '[MASK]', '</s>', 'In', '▁welchem', '[MASK]', '▁ist']","['<de>', 'Wo', '▁sind', '▁die', '▁tre', 'uen', '▁Sö', 'hne', '▁in', '▁""', 'Notre', '▁Dame', '▁Kampf', '▁Lied', '""', '▁mar', 'schiert', '?', '▁', '</s>', 'Ronald', '▁Reagan', '▁hatte', '▁einen', '▁Spitznamen', ',', '▁was', '▁war', '▁das', '?', '▁', '</s>', 'In', '▁welchem', '▁Film', '▁ist']","['Wo', '▁sind', '▁die', '▁tre', 'uen', '▁Sö', 'hne', '▁in', '▁""', 'Notre', '▁Dame', '▁Kampf', '▁Lied', '""', '▁mar', 'schiert', '?', '▁', '</s>', 'Ronald', '▁Reagan', '▁hatte', '▁einen', '▁Spitznamen', ',', '▁was', '▁war', '▁das', '?', '▁', '</s>', 'In', '▁welchem', '▁Film', '▁ist', '<', 'd', 'e', '>']"
