encoder_input,decoder_input,decoder_output
"['<ar>', 'ما', '▁هي', '▁النسبة', '▁المئوية', '▁للطلاب', '▁في', '▁نوتردام', '▁الذين', '▁شاركوا', '▁في', '▁برنامج', '▁الع', 'مل', '▁المب', 'كر', '?', '▁', '</s>', 'كم', '▁عدد', '▁ال', 'امي', 'ال', '▁التي', '▁يس', 'افر', '▁بها', '▁الط', 'الب', '▁الع', 'ادي', '▁في', '▁نوتردام', '▁للدر', 'اسة']","['<ar>', 'ما', '▁هي', '▁النسبة', '▁المئوية', '▁للطلاب', '▁في', '▁نوتردام', '▁الذين', '▁شاركوا', '▁في', '▁برنامج', '▁الع', 'مل', '▁المب', 'كر', '?', '▁', '</s>', 'كم', '▁عدد', '▁ال', 'امي', 'ال', '▁التي', '▁يس', 'افر', '▁بها', '▁الط', 'الب', '▁الع', 'ادي', '▁في', '▁نوتردام', '▁للدر', 'اسة']","['ما', '▁هي', '▁النسبة', '▁المئوية', '▁للطلاب', '▁في', '▁نوتردام', '▁الذين', '▁شاركوا', '▁في', '▁برنامج', '▁الع', 'مل', '▁المب', 'كر', '?', '▁', '</s>', 'كم', '▁عدد', '▁ال', 'امي', 'ال', '▁التي', '▁يس', 'افر', '▁بها', '▁الط', 'الب', '▁الع', 'ادي', '▁في', '▁نوتردام', '▁للدر', 'اسة', '<', 'a', 'r', '>']"
"['<ar>', 'ما', '▁هو', '▁حجم', '▁الو', 'قف', '▁نوتردام', '▁عندما', '▁اصبح', '▁ثيودور', '▁hesburgh', '[MASK]', '?', '▁', '</s>', 'خلال', '▁اي', '▁سنة', '▁كان', '▁ثيودور', '▁hesburgh', '[MASK]', '▁نوتردام', '?', '▁', '</s>', 'كم', '▁عدد', '▁اع', 'ضاء', '▁هيئة', '▁الت', 'د', 'ريس', '▁في', '▁نوتردام']","['<ar>', 'ما', '▁هو', '▁حجم', '▁الو', 'قف', '▁نوتردام', '▁عندما', '▁اصبح', '▁ثيودور', '▁hesburgh', '▁رئيسا', '?', '▁', '</s>', 'خلال', '▁اي', '▁سنة', '▁كان', '▁ثيودور', '▁hesburgh', '▁رئيس', '▁نوتردام', '?', '▁', '</s>', 'كم', '▁عدد', '▁اع', 'ضاء', '▁هيئة', '▁الت', 'د', 'ريس', '▁في', '▁نوتردام']","['ما', '▁هو', '▁حجم', '▁الو', 'قف', '▁نوتردام', '▁عندما', '▁اصبح', '▁ثيودور', '▁hesburgh', '▁رئيسا', '?', '▁', '</s>', 'خلال', '▁اي', '▁سنة', '▁كان', '▁ثيودور', '▁hesburgh', '▁رئيس', '▁نوتردام', '?', '▁', '</s>', 'كم', '▁عدد', '▁اع', 'ضاء', '▁هيئة', '▁الت', 'د', 'ريس', '▁في', '▁نوتردام', '<', 'a', 'r', '>']"
"['<ar>', 'قبل', '▁انشاء', '▁كلية', '▁الهندسة', '▁تم', '▁ا', 'جر', 'اء', '▁در', 'اسات', '▁م', 'ما', '[MASK]', 'لة', '▁في', '▁اي', '▁كلية', '▁نوتردام', '?', '▁', '</s>', 'كم', '▁عدد', '▁ال', 'اق', 'سام', '▁الموجودة', '▁داخل', '▁قاعة', '▁ستين', 'سون', '[MASK]', 're', 'm', 'ick']","['<ar>', 'قبل', '▁انشاء', '▁كلية', '▁الهندسة', '▁تم', '▁ا', 'جر', 'اء', '▁در', 'اسات', '▁م', 'ما', 'ث', 'لة', '▁في', '▁اي', '▁كلية', '▁نوتردام', '?', '▁', '</s>', 'كم', '▁عدد', '▁ال', 'اق', 'سام', '▁الموجودة', '▁داخل', '▁قاعة', '▁ستين', 'سون', '-', 're', 'm', 'ick']","['قبل', '▁انشاء', '▁كلية', '▁الهندسة', '▁تم', '▁ا', 'جر', 'اء', '▁در', 'اسات', '▁م', 'ما', 'ث', 'لة', '▁في', '▁اي', '▁كلية', '▁نوتردام', '?', '▁', '</s>', 'كم', '▁عدد', '▁ال', 'اق', 'سام', '▁الموجودة', '▁داخل', '▁قاعة', '▁ستين', 'سون', '-', 're', 'm', 'ick', '<', 'a', 'r', '>']"
"['<ar>', 'ما', '▁الذي', '▁تم', '▁انش', 'اؤه', '[MASK]', '▁نوتردام', '[MASK]', '▁عام', '▁1962', '▁لمس', 'اعدة', '▁طلاب', '▁السنة', '[MASK]', '?', '▁', '</s>', '[MASK]', '▁من', 'ظمة', '▁اع', 'لنت', '▁السنة', '[MASK]', '▁من', '▁برنامج', '▁الدر', 'اسات', '[MASK]', '▁نوتردام', '▁""', '▁الم', 'تم', 'يز']","['<ar>', 'ما', '▁الذي', '▁تم', '▁انش', 'اؤه', '▁في', '▁نوتردام', '▁في', '▁عام', '▁1962', '▁لمس', 'اعدة', '▁طلاب', '▁السنة', '▁الاولى', '?', '▁', '</s>', 'اي', '▁من', 'ظمة', '▁اع', 'لنت', '▁السنة', '▁الاولى', '▁من', '▁برنامج', '▁الدر', 'اسات', '▁في', '▁نوتردام', '▁""', '▁الم', 'تم', 'يز']","['ما', '▁الذي', '▁تم', '▁انش', 'اؤه', '▁في', '▁نوتردام', '▁في', '▁عام', '▁1962', '▁لمس', 'اعدة', '▁طلاب', '▁السنة', '▁الاولى', '?', '▁', '</s>', 'اي', '▁من', 'ظمة', '▁اع', 'لنت', '▁السنة', '▁الاولى', '▁من', '▁برنامج', '▁الدر', 'اسات', '▁في', '▁نوتردام', '▁""', '▁الم', 'تم', 'يز', '<', 'a', 'r', '>']"
"['<ar>', 'كن', 'يسة', '▁القلب', '▁المقدس', '▁في', '[MASK]', '▁ب', 'جان', 'ب', '▁اي', '▁هيكل', '?', '▁', '</s>', 'ما', '▁هو', '▁جر', 'وتو', '▁في', '[MASK]', '?', '▁', '</s>', 'ما', '▁الذي', '▁ي', 'جلس', '▁على', '▁قمة', '▁المبنى', '▁الرئيسي', '▁في', '[MASK]', '?', '▁']","['<ar>', 'كن', 'يسة', '▁القلب', '▁المقدس', '▁في', '▁نوتردام', '▁ب', 'جان', 'ب', '▁اي', '▁هيكل', '?', '▁', '</s>', 'ما', '▁هو', '▁جر', 'وتو', '▁في', '▁نوتردام', '?', '▁', '</s>', 'ما', '▁الذي', '▁ي', 'جلس', '▁على', '▁قمة', '▁المبنى', '▁الرئيسي', '▁في', '▁نوتردام', '?', '▁']","['كن', 'يسة', '▁القلب', '▁المقدس', '▁في', '▁نوتردام', '▁ب', 'جان', 'ب', '▁اي', '▁هيكل', '?', '▁', '</s>', 'ما', '▁هو', '▁جر', 'وتو', '▁في', '▁نوتردام', '?', '▁', '</s>', 'ما', '▁الذي', '▁ي', 'جلس', '▁على', '▁قمة', '▁المبنى', '▁الرئيسي', '▁في', '▁نوتردام', '?', '▁', '<', 'a', 'r', '>']"
"['<ar>', 'ما', '▁هو', '[MASK]', '[MASK]', '▁الذي', '[MASK]', 'خصص', '▁به', '▁(', 'ان', 'ط', 'ون', '-', 'هير', 'مان', ')?', '▁', '</s>', 'من', '▁الذي', '▁حصل', '▁ف', 'الد', 'مر', '▁gurian', '▁على', '▁و', 'ص', 'يته', '[MASK]', '[MASK]', '▁كان', '▁يس', 'ع', 'ى']","['<ar>', 'ما', '▁هو', '▁مجال', '▁الدراسة', '▁الذي', '▁مت', 'خصص', '▁به', '▁(', 'ان', 'ط', 'ون', '-', 'هير', 'مان', ')?', '▁', '</s>', 'من', '▁الذي', '▁حصل', '▁ف', 'الد', 'مر', '▁gurian', '▁على', '▁و', 'ص', 'يته', '▁تحت', '▁عندما', '▁كان', '▁يس', 'ع', 'ى']","['ما', '▁هو', '▁مجال', '▁الدراسة', '▁الذي', '▁مت', 'خصص', '▁به', '▁(', 'ان', 'ط', 'ون', '-', 'هير', 'مان', ')?', '▁', '</s>', 'من', '▁الذي', '▁حصل', '▁ف', 'الد', 'مر', '▁gurian', '▁على', '▁و', 'ص', 'يته', '▁تحت', '▁عندما', '▁كان', '▁يس', 'ع', 'ى', '<', 'a', 'r', '>']"
"['<ar>', 'اي', '[MASK]', '▁كرة', '[MASK]', '▁نوتردام', '▁في', '▁القرن', '▁ال', '▁20', '▁هو', '[MASK]', 'ثر', '▁مل', '[MASK]', '[MASK]', '?', '▁', '</s>', 'اي', '[MASK]', '▁ري', 'اضية', '▁هم', '▁الطلاب', '[MASK]', 'ين', '▁في', '▁نوتردام', '▁جزء', '▁منها', '?', '▁', '</s>', 'كم', '▁طالب']","['<ar>', 'اي', '▁مدرب', '▁كرة', '▁قدم', '▁نوتردام', '▁في', '▁القرن', '▁ال', '▁20', '▁هو', '▁الاك', 'ثر', '▁مل', 'حو', 'ظة', '?', '▁', '</s>', 'اي', '▁جمعية', '▁ري', 'اضية', '▁هم', '▁الطلاب', '▁الرياضي', 'ين', '▁في', '▁نوتردام', '▁جزء', '▁منها', '?', '▁', '</s>', 'كم', '▁طالب']","['اي', '▁مدرب', '▁كرة', '▁قدم', '▁نوتردام', '▁في', '▁القرن', '▁ال', '▁20', '▁هو', '▁الاك', 'ثر', '▁مل', 'حو', 'ظة', '?', '▁', '</s>', 'اي', '▁جمعية', '▁ري', 'اضية', '▁هم', '▁الطلاب', '▁الرياضي', 'ين', '▁في', '▁نوتردام', '▁جزء', '▁منها', '?', '▁', '</s>', 'كم', '▁طالب', '<', 'a', 'r', '>']"
"['<ar>', '[MASK]', '▁كنيسة', '▁كانت', '▁(', 'بيونسيه', ')', '▁عضوا', '▁و', '▁عاز', '▁في', '▁الك', 'ورس', '[MASK]', '▁', '</s>', '[MASK]', '▁نوع', '▁من', '▁المد', 'ارس', '▁كانت', '▁مدرسة', '▁بارك', 'ر', '▁الابتدائية', '[MASK]', '▁', '</s>', 'ما', '▁هي', '▁الا', 'غنية', '▁التي', '[MASK]', 'غني']","['<ar>', 'اي', '▁كنيسة', '▁كانت', '▁(', 'بيونسيه', ')', '▁عضوا', '▁و', '▁عاز', '▁في', '▁الك', 'ورس', '?', '▁', '</s>', 'اي', '▁نوع', '▁من', '▁المد', 'ارس', '▁كانت', '▁مدرسة', '▁بارك', 'ر', '▁الابتدائية', '?', '▁', '</s>', 'ما', '▁هي', '▁الا', 'غنية', '▁التي', '▁ا', 'غني']","['اي', '▁كنيسة', '▁كانت', '▁(', 'بيونسيه', ')', '▁عضوا', '▁و', '▁عاز', '▁في', '▁الك', 'ورس', '?', '▁', '</s>', 'اي', '▁نوع', '▁من', '▁المد', 'ارس', '▁كانت', '▁مدرسة', '▁بارك', 'ر', '▁الابتدائية', '?', '▁', '</s>', 'ما', '▁هي', '▁الا', 'غنية', '▁التي', '▁ا', 'غني', '<', 'a', 'r', '>']"
"['<ar>', 'كم', '▁عدد', '▁الك', 'ن', 'ائ', 'س', '▁في', '▁الحرم', '▁الجامعي', '▁نوتردام', '?', '▁', '</s>', 'اي', '▁كمية', '▁من', '▁هيئة', '▁الطلاب', '▁في', '▁نوتردام', '▁تع', 'رف', '▁على', '▁ان', '[MASK]', '▁الكاثوليك', 'ية', '?', '▁', '</s>', 'ماذا', '▁كانت', '▁قاعة', '▁الموسيقى', '▁في']","['<ar>', 'كم', '▁عدد', '▁الك', 'ن', 'ائ', 'س', '▁في', '▁الحرم', '▁الجامعي', '▁نوتردام', '?', '▁', '</s>', 'اي', '▁كمية', '▁من', '▁هيئة', '▁الطلاب', '▁في', '▁نوتردام', '▁تع', 'رف', '▁على', '▁ان', 'ها', '▁الكاثوليك', 'ية', '?', '▁', '</s>', 'ماذا', '▁كانت', '▁قاعة', '▁الموسيقى', '▁في']","['كم', '▁عدد', '▁الك', 'ن', 'ائ', 'س', '▁في', '▁الحرم', '▁الجامعي', '▁نوتردام', '?', '▁', '</s>', 'اي', '▁كمية', '▁من', '▁هيئة', '▁الطلاب', '▁في', '▁نوتردام', '▁تع', 'رف', '▁على', '▁ان', 'ها', '▁الكاثوليك', 'ية', '?', '▁', '</s>', 'ماذا', '▁كانت', '▁قاعة', '▁الموسيقى', '▁في', '<', 'a', 'r', '>']"
"['<ar>', 'ما', '▁هو', '[MASK]', 'اد', '▁الذين', '▁يعيشون', '▁في', '▁منزل', '▁ف', '[MASK]', 'مة', '▁في', '▁نوتردام', '?', '▁', '</s>', 'ما', '▁هي', '▁الجائزة', '▁التي', '▁خلق', 'ها', '▁فريدريك', '▁b', 'uechner', '?', '▁', '</s>', 'كم', '▁عدد', '▁د', 'رجات', '▁مستوى', '▁بس', '▁التي']","['<ar>', 'ما', '▁هو', '▁الافر', 'اد', '▁الذين', '▁يعيشون', '▁في', '▁منزل', '▁ف', 'اط', 'مة', '▁في', '▁نوتردام', '?', '▁', '</s>', 'ما', '▁هي', '▁الجائزة', '▁التي', '▁خلق', 'ها', '▁فريدريك', '▁b', 'uechner', '?', '▁', '</s>', 'كم', '▁عدد', '▁د', 'رجات', '▁مستوى', '▁بس', '▁التي']","['ما', '▁هو', '▁الافر', 'اد', '▁الذين', '▁يعيشون', '▁في', '▁منزل', '▁ف', 'اط', 'مة', '▁في', '▁نوتردام', '?', '▁', '</s>', 'ما', '▁هي', '▁الجائزة', '▁التي', '▁خلق', 'ها', '▁فريدريك', '▁b', 'uechner', '?', '▁', '</s>', 'كم', '▁عدد', '▁د', 'رجات', '▁مستوى', '▁بس', '▁التي', '<', 'a', 'r', '>']"
"['<ar>', 'ما', '▁هي', '▁الم', 'جلة', '▁التي', '▁تصنيف', '▁بيونسيه', '[MASK]', 'تب', 'ارها', '▁ا', 'قوى', '▁موسيقي', '[MASK]', '▁عام', '▁2015?', '▁', '</s>', '[MASK]', '▁اي', '▁سنة', '▁كان', '▁معدل', '▁الزمن', '▁بيونسيه', '[MASK]', '▁اكثر', '▁100', '▁شخص', '▁ت', 'اث', 'يرا', '[MASK]', '▁العالم', '?']","['<ar>', 'ما', '▁هي', '▁الم', 'جلة', '▁التي', '▁تصنيف', '▁بيونسيه', '▁باع', 'تب', 'ارها', '▁ا', 'قوى', '▁موسيقي', '▁في', '▁عام', '▁2015?', '▁', '</s>', 'في', '▁اي', '▁سنة', '▁كان', '▁معدل', '▁الزمن', '▁بيونسيه', '▁في', '▁اكثر', '▁100', '▁شخص', '▁ت', 'اث', 'يرا', '▁في', '▁العالم', '?']","['ما', '▁هي', '▁الم', 'جلة', '▁التي', '▁تصنيف', '▁بيونسيه', '▁باع', 'تب', 'ارها', '▁ا', 'قوى', '▁موسيقي', '▁في', '▁عام', '▁2015?', '▁', '</s>', 'في', '▁اي', '▁سنة', '▁كان', '▁معدل', '▁الزمن', '▁بيونسيه', '▁في', '▁اكثر', '▁100', '▁شخص', '▁ت', 'اث', 'يرا', '▁في', '▁العالم', '?', '<', 'a', 'r', '>']"
