encoder_input,decoder_input,decoder_output
"['<en>', 'In', '▁2014', '▁what', '▁entity', '▁named', '▁Notre', '▁Dame', '▁10', 'th', '▁best', '▁of', '▁all', '▁American', '▁universities', '?', '▁', '</s>', 'What', '▁percentage', '▁of', '▁Notre', '▁Dame', '▁students', '[MASK]', 'ide', '▁to', '▁study', '▁ab', 'road', '?', '▁', '</s>', 'What', '▁person', '▁was']","['<en>', 'In', '▁2014', '▁what', '▁entity', '▁named', '▁Notre', '▁Dame', '▁10', 'th', '▁best', '▁of', '▁all', '▁American', '▁universities', '?', '▁', '</s>', 'What', '▁percentage', '▁of', '▁Notre', '▁Dame', '▁students', '▁dec', 'ide', '▁to', '▁study', '▁ab', 'road', '?', '▁', '</s>', 'What', '▁person', '▁was']","['In', '▁2014', '▁what', '▁entity', '▁named', '▁Notre', '▁Dame', '▁10', 'th', '▁best', '▁of', '▁all', '▁American', '▁universities', '?', '▁', '</s>', 'What', '▁percentage', '▁of', '▁Notre', '▁Dame', '▁students', '▁dec', 'ide', '▁to', '▁study', '▁ab', 'road', '?', '▁', '</s>', 'What', '▁person', '▁was', '<', 'e', 'n', '>']"
"['<en>', 'What', '▁type', '▁of', '▁edu', 'cation', 'al', '▁institute', '▁is', '▁Hesburgh', '[MASK]', '▁cre', 'dit', '▁for', '▁cre', 'at', 'ing', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'Which', '▁role', '▁did', '▁Charles', '▁She', 'edy', '▁have', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>']","['<en>', 'What', '▁type', '▁of', '▁edu', 'cation', 'al', '▁institute', '▁is', '▁Hesburgh', '▁given', '▁cre', 'dit', '▁for', '▁cre', 'at', 'ing', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'Which', '▁role', '▁did', '▁Charles', '▁She', 'edy', '▁have', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>']","['What', '▁type', '▁of', '▁edu', 'cation', 'al', '▁institute', '▁is', '▁Hesburgh', '▁given', '▁cre', 'dit', '▁for', '▁cre', 'at', 'ing', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'Which', '▁role', '▁did', '▁Charles', '▁She', 'edy', '▁have', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', '<', 'e', 'n', '>']"
"['<en>', 'What', '▁caus', 'ed', '▁Notre', '▁Dame', '▁to', '▁become', '▁notable', '▁in', '▁the', '▁e', 'arly', '▁20', 'th', '[MASK]', '?', '▁', '[MASK]', 'Which', '▁20', 'th', '[MASK]', '▁Notre', '▁Dame', '▁football', '▁coach', '▁is', '▁m', 'ost', '▁notable', '?', '▁', '[MASK]', 'Which', '▁at']","['<en>', 'What', '▁caus', 'ed', '▁Notre', '▁Dame', '▁to', '▁become', '▁notable', '▁in', '▁the', '▁e', 'arly', '▁20', 'th', '▁century', '?', '▁', '</s>', 'Which', '▁20', 'th', '▁century', '▁Notre', '▁Dame', '▁football', '▁coach', '▁is', '▁m', 'ost', '▁notable', '?', '▁', '</s>', 'Which', '▁at']","['What', '▁caus', 'ed', '▁Notre', '▁Dame', '▁to', '▁become', '▁notable', '▁in', '▁the', '▁e', 'arly', '▁20', 'th', '▁century', '?', '▁', '</s>', 'Which', '▁20', 'th', '▁century', '▁Notre', '▁Dame', '▁football', '▁coach', '▁is', '▁m', 'ost', '▁notable', '?', '▁', '</s>', 'Which', '▁at', '<', 'e', 'n', '>']"
"['<en>', 'The', '▁gr', '[MASK]', 'ing', '▁of', '[MASK]', '[MASK]', '[MASK]', '▁degrees', '▁first', '▁occur', 'red', '▁in', '▁what', '▁year', '▁at', '[MASK]', '[MASK]', '?', '[MASK]', '</s>', 'What', '▁type', '▁of', '▁degree', '▁is', '▁an', '▁M', '.', 'D', 'iv', '.?', '[MASK]', '</s>', 'Which']","['<en>', 'The', '▁gr', 'ant', 'ing', '▁of', '▁Doc', 'tora', 'te', '▁degrees', '▁first', '▁occur', 'red', '▁in', '▁what', '▁year', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'What', '▁type', '▁of', '▁degree', '▁is', '▁an', '▁M', '.', 'D', 'iv', '.?', '▁', '</s>', 'Which']","['The', '▁gr', 'ant', 'ing', '▁of', '▁Doc', 'tora', 'te', '▁degrees', '▁first', '▁occur', 'red', '▁in', '▁what', '▁year', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'What', '▁type', '▁of', '▁degree', '▁is', '▁an', '▁M', '.', 'D', 'iv', '.?', '▁', '</s>', 'Which', '<', 'e', 'n', '>']"
"['<en>', 'Which', '▁artist', '[MASK]', '▁the', '▁mural', '▁on', '▁the', '▁Theodore', '▁M', '.', '▁Hesburgh', '▁Library', '?', '▁', '</s>', 'What', '▁is', '▁a', '▁comm', '[MASK]', '▁name', '▁to', '▁refer', 'ence', '▁the', '▁mural', '[MASK]', '▁by', '▁Mill', 'ard', '▁She', 'ets', '▁at', '▁Notre', '[MASK]']","['<en>', 'Which', '▁artist', '▁created', '▁the', '▁mural', '▁on', '▁the', '▁Theodore', '▁M', '.', '▁Hesburgh', '▁Library', '?', '▁', '</s>', 'What', '▁is', '▁a', '▁comm', 'on', '▁name', '▁to', '▁refer', 'ence', '▁the', '▁mural', '▁created', '▁by', '▁Mill', 'ard', '▁She', 'ets', '▁at', '▁Notre', '▁Dame']","['Which', '▁artist', '▁created', '▁the', '▁mural', '▁on', '▁the', '▁Theodore', '▁M', '.', '▁Hesburgh', '▁Library', '?', '▁', '</s>', 'What', '▁is', '▁a', '▁comm', 'on', '▁name', '▁to', '▁refer', 'ence', '▁the', '▁mural', '▁created', '▁by', '▁Mill', 'ard', '▁She', 'ets', '▁at', '▁Notre', '▁Dame', '<', 'e', 'n', '>']"
"['<en>', 'Which', '[MASK]', '▁does', '▁the', '▁Architecture', '▁School', '▁at', '▁Notre', '▁Dame', '▁g', 'ive', '▁out', '?', '▁', '</s>', 'How', '▁many', '▁doctora', 'te', '▁and', '▁m', 'asters', '▁progra', 'ms', '▁are', '[MASK]', 'a', 'il', 'able', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>']","['<en>', 'Which', '▁prize', '▁does', '▁the', '▁Architecture', '▁School', '▁at', '▁Notre', '▁Dame', '▁g', 'ive', '▁out', '?', '▁', '</s>', 'How', '▁many', '▁doctora', 'te', '▁and', '▁m', 'asters', '▁progra', 'ms', '▁are', '▁av', 'a', 'il', 'able', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>']","['Which', '▁prize', '▁does', '▁the', '▁Architecture', '▁School', '▁at', '▁Notre', '▁Dame', '▁g', 'ive', '▁out', '?', '▁', '</s>', 'How', '▁many', '▁doctora', 'te', '▁and', '▁m', 'asters', '▁progra', 'ms', '▁are', '▁av', 'a', 'il', 'able', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', '<', 'e', 'n', '>']"
"['<en>', 'In', '[MASK]', '▁c', '[MASK]', '▁did', '▁Beyonce', '[MASK]', '▁up', '?', '[MASK]', '[MASK]', 'What', '▁was', '▁the', '▁name', '▁of', '▁Beyonce', ""'"", 's', '▁first', '▁solo', '▁album', '?', '[MASK]', '[MASK]', 'On', '[MASK]', '▁date', '▁was', '▁Beyonce', '▁b', 'orn', '?', '[MASK]', '[MASK]']","['<en>', 'In', '▁what', '▁c', 'ity', '▁did', '▁Beyonce', '▁grow', '▁up', '?', '▁', '</s>', 'What', '▁was', '▁the', '▁name', '▁of', '▁Beyonce', ""'"", 's', '▁first', '▁solo', '▁album', '?', '▁', '</s>', 'On', '▁what', '▁date', '▁was', '▁Beyonce', '▁b', 'orn', '?', '▁', '</s>']","['In', '▁what', '▁c', 'ity', '▁did', '▁Beyonce', '▁grow', '▁up', '?', '▁', '</s>', 'What', '▁was', '▁the', '▁name', '▁of', '▁Beyonce', ""'"", 's', '▁first', '▁solo', '▁album', '?', '▁', '</s>', 'On', '▁what', '▁date', '▁was', '▁Beyonce', '▁b', 'orn', '?', '▁', '</s>', '<', 'e', 'n', '>']"
"['<en>', 'A', 'round', '▁the', '▁time', '[MASK]', '▁Re', 'v', '.', '▁Cavanaugh', '▁became', '▁president', '[MASK]', '▁Notre', '▁Dame', '▁by', '▁how', '▁much', '▁did', '▁the', '[MASK]', '[MASK]', '▁body', '[MASK]', '▁Notre', '▁Dame', '▁inc', '[MASK]', 'ase', '?', '▁', '</s>', 'Which', '▁institute', '▁in', 'vol']","['<en>', 'A', 'round', '▁the', '▁time', '▁that', '▁Re', 'v', '.', '▁Cavanaugh', '▁became', '▁president', '▁of', '▁Notre', '▁Dame', '▁by', '▁how', '▁much', '▁did', '▁the', '▁undergrad', '▁student', '▁body', '▁of', '▁Notre', '▁Dame', '▁inc', 're', 'ase', '?', '▁', '</s>', 'Which', '▁institute', '▁in', 'vol']","['A', 'round', '▁the', '▁time', '▁that', '▁Re', 'v', '.', '▁Cavanaugh', '▁became', '▁president', '▁of', '▁Notre', '▁Dame', '▁by', '▁how', '▁much', '▁did', '▁the', '▁undergrad', '▁student', '▁body', '▁of', '▁Notre', '▁Dame', '▁inc', 're', 'ase', '?', '▁', '</s>', 'Which', '▁institute', '▁in', 'vol', '<', 'e', 'n', '>']"
"['<en>', 'Which', '▁televis', 'ion', '▁station', '[MASK]', 'ind', 's', '▁its', '▁home', '▁at', '▁Notre', '▁Dame', '?', '▁', '[MASK]', 'How', '▁many', '▁progra', 'ms', '▁did', '▁N', '[MASK]', 't', 'v', '▁fe', 'ature', '▁in', '▁2002?', '▁', '[MASK]', 'Which', '▁radio', '▁station', '▁provides', '▁radio']","['<en>', 'Which', '▁televis', 'ion', '▁station', '▁f', 'ind', 's', '▁its', '▁home', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'How', '▁many', '▁progra', 'ms', '▁did', '▁N', 'D', 't', 'v', '▁fe', 'ature', '▁in', '▁2002?', '▁', '</s>', 'Which', '▁radio', '▁station', '▁provides', '▁radio']","['Which', '▁televis', 'ion', '▁station', '▁f', 'ind', 's', '▁its', '▁home', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'How', '▁many', '▁progra', 'ms', '▁did', '▁N', 'D', 't', 'v', '▁fe', 'ature', '▁in', '▁2002?', '▁', '</s>', 'Which', '▁radio', '▁station', '▁provides', '▁radio', '<', 'e', 'n', '>']"
"['<en>', 'In', '▁terms', '[MASK]', '▁the', '▁amount', '[MASK]', '▁president', 's', '[MASK]', '▁Dame', '▁has', '▁had', '[MASK]', '▁where', '▁is', '[MASK]', '▁Jenkins', '▁on', '▁the', '[MASK]', 'ist', '?', '▁', '[MASK]', 'Who', '▁was', '▁the', '[MASK]', '▁Dame', '▁president', '▁that', '▁pre', 'ce', 'ded', '[MASK]']","['<en>', 'In', '▁terms', '▁of', '▁the', '▁amount', '▁of', '▁president', 's', '▁Notre', '▁Dame', '▁has', '▁had', ',', '▁where', '▁is', '▁John', '▁Jenkins', '▁on', '▁the', '▁l', 'ist', '?', '▁', '</s>', 'Who', '▁was', '▁the', '▁Notre', '▁Dame', '▁president', '▁that', '▁pre', 'ce', 'ded', '▁John']","['In', '▁terms', '▁of', '▁the', '▁amount', '▁of', '▁president', 's', '▁Notre', '▁Dame', '▁has', '▁had', ',', '▁where', '▁is', '▁John', '▁Jenkins', '▁on', '▁the', '▁l', 'ist', '?', '▁', '</s>', 'Who', '▁was', '▁the', '▁Notre', '▁Dame', '▁president', '▁that', '▁pre', 'ce', 'ded', '▁John', '<', 'e', 'n', '>']"
"['<en>', 'There', '▁is', '▁a', '▁conference', '▁that', '▁the', '▁male', '▁hockey', '▁team', '▁of', '▁Notre', '▁Dame', '▁comp', 'et', 'es', '▁in', ',', '▁what', '▁is', '▁it', '?', '▁', '</s>', '[MASK]', '▁what', '▁conference', '▁did', '▁the', '▁Fighting', '▁Irish', '▁take', '▁part', '▁in', '▁in', '▁2012?']","['<en>', 'There', '▁is', '▁a', '▁conference', '▁that', '▁the', '▁male', '▁hockey', '▁team', '▁of', '▁Notre', '▁Dame', '▁comp', 'et', 'es', '▁in', ',', '▁what', '▁is', '▁it', '?', '▁', '</s>', 'In', '▁what', '▁conference', '▁did', '▁the', '▁Fighting', '▁Irish', '▁take', '▁part', '▁in', '▁in', '▁2012?']","['There', '▁is', '▁a', '▁conference', '▁that', '▁the', '▁male', '▁hockey', '▁team', '▁of', '▁Notre', '▁Dame', '▁comp', 'et', 'es', '▁in', ',', '▁what', '▁is', '▁it', '?', '▁', '</s>', 'In', '▁what', '▁conference', '▁did', '▁the', '▁Fighting', '▁Irish', '▁take', '▁part', '▁in', '▁in', '▁2012?', '<', 'e', 'n', '>']"
"['<en>', '[MASK]', '▁occ', 'urs', '[MASK]', '▁m', 'id', 'n', 'ight', '[MASK]', 'ing', '[MASK]', '▁football', '▁home', '▁g', 'ame', '[MASK]', '▁Notre', '▁Dame', '?', '▁', '</s>', 'From', '▁where', '[MASK]', '▁the', '▁Band', '▁of', '▁the', '[MASK]', '[MASK]', '▁lead', '[MASK]', '[MASK]', '▁to', '▁the']","['<en>', 'What', '▁occ', 'urs', '▁at', '▁m', 'id', 'n', 'ight', '▁preced', 'ing', '▁a', '▁football', '▁home', '▁g', 'ame', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'From', '▁where', '▁does', '▁the', '▁Band', '▁of', '▁the', '▁Fighting', '▁Irish', '▁lead', '▁a', '▁march', '▁to', '▁the']","['What', '▁occ', 'urs', '▁at', '▁m', 'id', 'n', 'ight', '▁preced', 'ing', '▁a', '▁football', '▁home', '▁g', 'ame', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'From', '▁where', '▁does', '▁the', '▁Band', '▁of', '▁the', '▁Fighting', '▁Irish', '▁lead', '▁a', '▁march', '▁to', '▁the', '<', 'e', 'n', '>']"
"['<en>', 'How', '▁many', '▁students', '[MASK]', '▁total', '▁were', '▁at', '▁Notre', '▁Dame', '[MASK]', '▁2014?', '[MASK]', '</s>', 'What', '[MASK]', '▁of', '▁undergra', 'ds', '▁live', '▁on', '▁the', '▁Notre', '▁Dame', '▁campus', '?', '[MASK]', '</s>', 'How', '▁many', '▁student', '▁hous', 'ing', '[MASK]', 'as', '[MASK]']","['<en>', 'How', '▁many', '▁students', '▁in', '▁total', '▁were', '▁at', '▁Notre', '▁Dame', '▁in', '▁2014?', '▁', '</s>', 'What', '▁percentage', '▁of', '▁undergra', 'ds', '▁live', '▁on', '▁the', '▁Notre', '▁Dame', '▁campus', '?', '▁', '</s>', 'How', '▁many', '▁student', '▁hous', 'ing', '▁are', 'as', '▁are']","['How', '▁many', '▁students', '▁in', '▁total', '▁were', '▁at', '▁Notre', '▁Dame', '▁in', '▁2014?', '▁', '</s>', 'What', '▁percentage', '▁of', '▁undergra', 'ds', '▁live', '▁on', '▁the', '▁Notre', '▁Dame', '▁campus', '?', '▁', '</s>', 'How', '▁many', '▁student', '▁hous', 'ing', '▁are', 'as', '▁are', '<', 'e', 'n', '>']"
"['<en>', 'What', '▁structure', '▁is', '▁found', '[MASK]', '▁the', '▁location', '▁of', '▁the', '▁original', '▁ch', 'urch', '▁of', '▁Father', '▁Sorin', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁which', '▁arch', 'ite', 'ct', 'ural', '▁style', '▁is', '▁the', '▁Basilica', '▁of', '▁the', '▁Sacred', '▁Heart']","['<en>', 'What', '▁structure', '▁is', '▁found', '▁on', '▁the', '▁location', '▁of', '▁the', '▁original', '▁ch', 'urch', '▁of', '▁Father', '▁Sorin', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁which', '▁arch', 'ite', 'ct', 'ural', '▁style', '▁is', '▁the', '▁Basilica', '▁of', '▁the', '▁Sacred', '▁Heart']","['What', '▁structure', '▁is', '▁found', '▁on', '▁the', '▁location', '▁of', '▁the', '▁original', '▁ch', 'urch', '▁of', '▁Father', '▁Sorin', '▁at', '▁Notre', '▁Dame', '?', '▁', '</s>', 'In', '▁which', '▁arch', 'ite', 'ct', 'ural', '▁style', '▁is', '▁the', '▁Basilica', '▁of', '▁the', '▁Sacred', '▁Heart', '<', 'e', 'n', '>']"
